SMILES,EPACategoryIndex,tox10,tox50,tox500,tox2000,tox,logtox
OC(CN1CCc2sccc2C1)c1ccc(Cl)cc1,2,0,0,1,1,299.9806,5.703717805898555
FC(F)(F)c1cc(OCCCN2CCSC2)nc2ccccc12,3,0,0,0,1,900.0368002,6.802435651599485
CCC(C)OCCO,3,0,0,0,1,1659.915719,7.414522108374916
CNC(=O)c1ccc(S(=O)(=O)C(C)C)cc1,3,0,0,0,1,599.9950268,6.396921366515128
COc1ccc(C(=O)n2ncc3cc([N+](=O)[O-])ccc32)cc1,3,0,0,0,1,999.9663608,6.9077216392163265
O=c1cc(-c2ccccc2)oc2cccnc12,3,0,0,0,1,599.9973127,6.396925176372783
CCOP(=S)(OCC)Oc1ccc(Oc2ccccc2)nn1,1,0,1,1,1,24.99992654,3.218872886463884
NCC(O)c1cc(Cl)c(N)c(Br)c1,2,0,0,1,1,367.9889132,5.908052810541186
CN(C)c1ccc(C=C2Oc3ccccc3C2=O)cc1,2,0,0,1,1,499.996231,6.214600560393781
CC(c1ccccc1)N1C(=O)CCSC1=S,4,0,0,0,0,2050.195724,7.625690542696946
O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2,0,0,1,1,489.0379103,6.192440012645743
Nc1ccc(C(=O)OCCO)c(O)c1,4,0,0,0,0,2000.000002,7.600902460542082
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCC(OC(=O)CN2CCOCC2)S1,3,0,0,0,1,999.8892859,6.907644558752879
CN=C1OC(c2ccccc2)C2CCCCN12,1,0,1,1,1,39.99982629,3.6888751113545064
COc1ccc(OC(=O)CN2CCN(Cc3ccc(OC)c(OC)c3OC)CC2)cc1,4,0,0,0,0,4199.990246,8.34283748188781
Cc1nc2ccccc2c(=O)n1CCn1c(C)nc2ccccc2c1=O,2,0,0,1,1,200.0057739,5.298346235631321
CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,2,0,0,1,1,189.9999999,5.24702407163417
NS(=O)(=O)c1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1,4,0,0,0,0,2999.146297,8.006082959486518
CC(=O)OCC1OC(Oc2ccc(CO)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,4,0,0,0,0,17998.89091,9.79806541886884
CCOc1cc(C=C2CCOC2=O)cc(CSc2ccc(Cl)c(Cl)c2)c1O,3,0,0,0,1,999.9224144,6.907677690372219
CCC1C(=O)OCC1Cc1cncn1C,2,0,0,1,1,154.2717454,5.038715627889968
Cc1c(C(=O)NCCN(C)C)nc(Cl)c2ccccc12,3,0,0,0,1,899.9629868,6.802353636700845
CCCC(C)CC(C)(N)CC,2,0,0,1,1,499.9968216,6.214601741601987
COc1ccc2cccc(CCNC(=O)CI)c2c1,3,0,0,0,1,999.9945828,6.9077498617674635
CN1CC(CC(C#N)C(N)=O)CC2c3cccc4[nH]c(Cl)c(c34)CC21,1,0,1,1,1,12.49800341,2.5255689043505076
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,4,0,0,0,0,2328.723315,7.753075462912946
CCN(CCC#N)c1ccc(N=Nc2nc3ccc(S(C)(=O)=O)cc3s2)c(C)c1,3,0,0,0,1,799.8970886,6.684483080143189
Clc1ccccc1CNCC1CCC12CCC2CNCc1ccccc1Cl,3,0,0,0,1,591.0043955,6.381823454772688
Cn1ncc2c(=O)oc(-c3ccccc3Cl)nc21,3,0,0,0,1,999.9694269,6.90772470541477
CCCCCOc1ccc(C(=N)N(CCC)CCC)c2ccccc12,2,0,0,1,1,220.9928609,5.39813039737607
NS(=O)(=O)c1ccsc1C(=O)O,3,0,0,0,1,749.8841878,6.619918778340271
NCC1CN(C2c3ccccc3CCc3ccccc32)C1,2,0,0,1,1,400.0014365,5.991468138351533
O=C(NC1CCCCC1)ON=C1CCc2c1ccc1ccccc21,3,0,0,0,1,999.9751857,6.907730464374257
C/C(CCCC(=O)O)=N\Nc1ccc(N2CCOCC2)nn1,2,0,0,1,1,199.9973971,5.298304351963347
CCOCc1cnc(C)nc1N,2,0,0,1,1,238.9971416,5.476451592027355
CN1CCC(c2ccccc2)C(COc2ccc3c(c2)OCO3)C1,2,0,0,1,1,199.9950831,5.2982927817458325
Cc1c(-c2ccccc2)oc2c(C(=O)OC3CN4CCC3CC4)cccc2c1=O,2,0,0,1,1,212.9721068,5.361161203143593
COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCOCCN1CCOCC1,2,0,0,1,1,499.9655497,6.214539195448436
Nc1ccccc1O,3,0,0,0,1,800.0146615,6.684630054374992
CCCC1(c2ccccc2)CC(N)=NC1C,2,0,0,1,1,299.988906,5.703745493972424
CC(C)(C)CC(C)(C)NC(=O)CCN1CCOCC1,3,0,0,0,1,999.974115,6.907729393647115
CCCCCCCCCCCCCC[N+]1(C)CCNCC1,3,0,0,0,1,869.8508818,6.7683217967280465
COc1ccc(C(=O)N2CCCC2=O)cc1,4,0,0,0,0,3647.999998,8.201934350645976
CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCNCC3)nc21,4,0,0,0,0,2215.94078,7.703432323683372
COC(=O)C1=C(C)NC(C)=C(C(=O)NOC2CCCC2)C1c1cccc([N+](=O)[O-])c1,3,0,0,0,1,999.8892753,6.907644548151705
COc1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1OC,2,0,0,1,1,200.0123717,5.298379223134878
NC(=O)C1(Cc2ccccc2)CC2C=CC1C2,3,0,0,0,1,749.9769031,6.620042410189487
CCOC(=O)C1N=C2CC(c3ccccc3)CN2C1=O,2,0,0,1,1,199.9970622,5.2983026774401525
c1ccc(N2CP(c3ccccc3)CN(c3ccccc3)CP(c3ccccc3)C2)cc1,2,0,0,1,1,240.0031681,5.4806521236715335
CN(Cc1ccccc1)S(=O)(=O)[N-][N+]#N,3,0,0,0,1,1999.991159,7.6008980390323115
FC(F)(F)C1NCCO1,3,0,0,0,1,599.9914953,6.396915480615688
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,4,0,0,0,0,3453.802254,8.14723100576487
Nc1ccc(OCCCCCO)cc1,3,0,0,0,1,1999.979513,7.600892215989617
C=CCON=CC1=CCCN(C)C1,2,0,0,1,1,249.9986131,5.5214553702468585
Clc1ccc(C(Cn2ccnc2)OCSC2CCCCC2)c(Cl)c1,4,0,0,0,0,2999.532901,8.006211855861128
O=C(O)C=CCOc1c(I)cc(I)cc1I,4,0,0,0,0,5999.946032,8.699505753503074
CC1CC(c2ccccn2)(C(C)C)C(=O)O1,3,0,0,0,1,649.9881432,6.476954121492541
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0,1,1,1,1,0.114009206,-2.1714760794621366
CCN(CCNC(=N)N)c1c(C)cccc1C,2,0,0,1,1,499.9850648,6.214578227576062
Nc1c(I)cc(I)c(OC(C(=O)O)c2ccccc2)c1I,3,0,0,0,1,1550.000001,7.346010210558454
CCCc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,3,0,0,0,1,1399.953995,7.24419465434914
COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC,3,0,0,0,1,1999.944041,7.600874479650649
CC=C(C(=O)NC(N)=O)c1ccccc1,3,0,0,0,1,999.9559315,6.907711209511092
OC(CN1CC1)c1ccccc1,2,0,0,1,1,132.9999999,4.890349127469874
Cc1cc(OCCCCl)n(-c2ccccc2)n1,3,0,0,0,1,1975.929072,7.58879398292674
CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,3,0,0,0,1,1549.981681,7.345998391133773
CCCCCCCCc1sc(-c2ccc(N(C)C)cc2)[n+](C)c1C,2,0,0,1,1,150.0104175,5.010704741684716
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(F)cc2)c2ccc(C)cc2)cc1,2,0,0,1,1,399.9468632,5.991331696283702
CN1C2CCC1CC(OC1c3ccccc3CCc3ncccc31)C2,3,0,0,0,1,650.0719067,6.47708298246342
CCCCN=C=O,2,0,0,1,1,149.9954607,5.010605031638352
COc1ccc(C(=NOCC(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2nccc3cc(OC)c(OC)cc23)cc1OC,3,0,0,0,1,1150.032925,7.047545851382235
Cc1cccc(Oc2ccccc2)c1,4,0,0,0,0,2508.891055,7.827596123741729
O=C(C=Cc1cccs1)c1ccc2[nH]c(=O)oc2c1,4,0,0,0,0,2499.935493,7.824020207723394
CCCCOc1ccc(OCC(=O)ON=C(c2ccc(OC)c(OC)c2)c2nccc3cc(OC)c(OC)cc23)cc1,3,0,0,0,1,1599.916468,7.377706699365014
O=C1c2cc([N+](=O)[O-])ccc2OCN1c1ccccc1,2,0,0,1,1,499.9925994,6.2145932971126525
COc1ccc(C=CC(=O)c2ccc3[nH]c(=O)oc3c2)c(C(=O)O)c1OC,4,0,0,0,0,2499.803701,7.823967488173467
S=c1c2cn[nH]c2nc2scc(-c3ccc(Br)cc3)n12,3,0,0,0,1,1000.096349,6.90785162334087
CNC(=N)NC(=O)Nc1c(C)cccc1CO,2,0,0,1,1,449.9904773,6.109226420984901
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,4,0,0,0,0,5000.128999,8.517218990883428
CC(=O)NNC(C)c1ccc(Cl)cc1,3,0,0,0,1,549.9741397,6.309871258393829
CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,3,0,0,0,1,1388.050759,7.235655710282814
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0,1,1,1,1,0.825075985,-0.1922797938583767
CCN(CC)CCOCc1cc(Br)ccc1OC,2,0,0,1,1,247.9929422,5.513400286889053
CCN(C(C)=O)c1c(I)cc(I)c(C(C)C(=O)O)c1I,3,0,0,0,1,1299.997879,7.170117911909836
CN(C)CCCNc1nnc(-c2ccc(F)cc2)cc1-c1ccccc1,3,0,0,0,1,799.9064036,6.68449472532342
C=NC(CCC)(CCC)CCC,2,0,0,1,1,149.9982281,5.010623481359819
CN1CCN(CCN2CCCC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,2,0,0,1,1,334.9982624,5.814125344945943
COc1nncc(-c2ccc3ccccc3c2)n1,2,0,0,1,1,299.9974713,5.703774045620677
CCC(Oc1cccc(NC(=O)c2c(I)cc(I)cc2I)c1)C(=O)O,4,0,0,0,0,3249.980795,8.086404366075554
CC(C)=CCCC(C)=CC=O,4,0,0,0,0,5999.724111,8.69946876565301
CCN(C(=O)c1cc(Cl)nc(Cl)c1)C1CC1,2,0,0,1,1,122.9971522,4.812161202258857
COc1ccc(C2CCC(C(C)N)CC2)cc1,2,0,0,1,1,399.9914298,5.9914431213784525
NC(=O)CCN1CCN(c2cccc(C(F)(F)F)c2)C(c2ccccn2)C1,3,0,0,0,1,528.0027904,6.269101568540782
CCC(O)C1(C)CC(C)C(C2CC(C)C(C3(C)OC(C4(C)OC5(CC(O)C(C)C(CC(OC(=O)c6c(C)cc(OC)cc6O)C(C)(O)C(=O)O)O5)CC4C)CC3OC)O2)O1,4,0,0,0,0,2999.858998,8.006320565879014
COc1cccc(N2CCN(C(=O)N(C)C(=O)N(C)C)CC2)c1,3,0,0,0,1,1011.990525,6.919674487155359
CC(C)(COCc1ccc(Cl)c(Oc2ccccc2)c1)c1ccc(Cl)cc1,2,0,0,1,1,499.9588872,6.2145258694414816
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3,0,0,0,1,537.2791726,6.286517833908836
CNC1CN(C2c3ccccc3C=Cc3ccccc32)C1,2,0,0,1,1,200.0123017,5.298378873156467
Cn1c(Cl)c(C(=O)O)c2ccccc21,2,0,0,1,1,499.9952302,6.214598558776689
CC(C)Cc1ccc(C(C)C(=O)O)cc1,3,0,0,0,1,739.9820631,6.606625946850391
Cc1ccc(C(=S)OCC2C(=O)OCC2c2ccc(Cl)cc2)cc1,4,0,0,0,0,4000.421218,8.294154939057899
Cc1nc(=O)c2ccccc2[nH]1,3,0,0,0,1,858.9678233,6.755731462959043
N#CC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,3,0,0,0,1,999.9695661,6.9077248446190165
CCCOc1ccc(C(=O)CCN2CCC(CCC)CC2)cc1CC,3,0,0,0,1,589.9538963,6.380044391982124
CNC(=N)NC(=O)Nc1cc(C)cc(C)c1,3,0,0,0,1,599.983657,6.396902416511843
CC(Cl)=NOC(N)=O,2,0,0,1,1,122.0017872,4.804035693806286
CCCC[Ge](Cl)(Cl)Cl,2,0,0,1,1,50.00317683,3.9120865400097817
COP(=S)(Cl)Cl,2,0,0,1,1,259.9984239,5.5606755690740775
CC(C)CNCC(C)C,3,0,0,0,1,628.9659333,6.44407709513834
CCCCCCSCC(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,3,0,0,0,1,500.0309777,6.214670051903036
CCCN(C)C(=N)NC(=O)Nc1c(C)cccc1C,2,0,0,1,1,99.99733192,4.605143504832152
CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,2,0,0,1,1,187.9829812,5.236351433200351
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,4,0,0,0,0,4999.230632,8.51703930597648
CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,2,0,0,1,1,314.9830224,5.752518740230273
N=C(N)SC1c2ccccc2CSc2ccccc21,3,0,0,0,1,1249.890896,7.1308115432869466
CCC(C(=O)O)C1(O)CCCCC1,4,0,0,0,0,9999.946314,9.210335003361772
CC(C)c1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,2,0,0,1,1,50.00195271,3.912062058865551
O=C(Cc1ccc(-n2cccc2)cc1)Nc1nccs1,3,0,0,0,1,1700.263978,7.438538799165904
CC=C(CCCC)C(=O)NC(N)=O,4,0,0,0,0,6200.033655,8.732309999244256
O=C(c1cccnc1)N1CCN(c2ccccc2C(F)(F)F)CC1,3,0,0,0,1,999.9731602,6.907728438821943
CCOC(=O)C1(CCCc2ccc(F)cc2)CO1,3,0,0,0,1,998.9802019,6.9067349605342585
CCCCCCCCCCCC(=O)OCC(CCCCCCN(C)C)c1cccc2ccccc12,3,0,0,0,1,1000.072648,6.907827924343398
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,4,0,0,0,0,20000.18263,9.903496683994437
O=C(NC1=NC2(CCCCO2)CCS1)c1ccc(F)cc1,3,0,0,0,1,630.0449449,6.4457911579520335
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,4,0,0,0,0,10000.77346,9.210417714985136
C#CCOc1cccc2ccccc12,4,0,0,0,0,3499.961582,8.160507270845834
CC(C)=CC1C(C(=O)Cl)C1(C)C,2,0,0,1,1,159.998286,5.075163102676448
C=CN1C(=O)C[N+]([O-])=C(c2ccccc2F)c2cc(Cl)ccc21,3,0,0,0,1,999.8609195,6.9076161888095475
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,2,0,0,1,1,165.9994899,5.111984715460255
BrC(Br)C(Br)Br,2,0,0,1,1,268.9968871,5.594699807415923
N=C(NC(=O)CC(N)CCCNC(=O)CC(N)CCCN)NC1C(O)C(CO)OC(OC2C(O)C(OC(N)=O)C(O)C(OC(N)=O)C2O)C1O,4,0,0,0,0,8999.330345,9.104905447438973
CC1(C#N)Oc2ccccc2-c2ccccc21,3,0,0,0,1,799.9674594,6.684571051090646
CCOc1ccc(NCC(=O)NC2CCCCC2)cc1,3,0,0,0,1,1999.927635,7.60086627638748
Cn1c(=O)c2[nH]c(=O)nnc2n(C)c1=O,2,0,0,1,1,199.9952192,5.298293462262332
CCCSC(CC)(CC)C(N)=O,3,0,0,0,1,1575.966704,7.362624143291095
COc1ccc(-c2nccs2)cc1C(=O)O,3,0,0,0,1,999.9829971,6.907738275937586
CC(CO)c1ccc(N2CCCCC2)cc1,3,0,0,0,1,1599.941639,7.377722431937621
CNC(C)C(C)(O)c1ccccc1,3,0,0,0,1,1099.981591,7.003048723191877
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,1,0,1,1,1,26.16853259,3.2645576427498497
CCOC(=O)C1(c2ccccc2)CCN(CCC2(O)c3ccccc3CCc3ccccc32)CC1,3,0,0,0,1,1199.936119,7.090023600192437
CCCCCOc1ccc(OP(=S)(OCC)OCC)nn1,1,0,1,1,1,24.99940188,3.218851899781998
Cc1ccc(NNC(=O)c2n[nH]c(C)c2[N+](=O)[O-])cc1,3,0,0,0,1,999.9709384,6.907726216959841
CN(C(=O)CSC1=NCCN1)c1ccc(Cl)cc1C(O)c1ccccc1Cl,2,0,0,1,1,499.9375525,6.214483195622162
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,0,1,1,1,1,3.799780075,1.3349431900575177
COc1ccc(CCOc2ccnc3c(F)cccc23)cc1,2,0,0,1,1,499.9512323,6.214510558265306
CCN(CC)c1nc(Cl)c(SC)c(NCCN(C(C)C)C(C)C)n1,3,0,0,0,1,600.0032091,6.396935003701843
C[As+](C)(C)CC(=O)O,4,0,0,0,0,9999.944154,9.210334787360589
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,4,0,0,0,0,7594.787323,8.935217412399489
N#Cc1cc(Br)c(O)c(Br)c1,2,0,0,1,1,104.878991,4.652807218890479
CN1CCN(c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2)CC1,4,0,0,0,0,2700.117236,7.901050471790509
OC(C#CBr)C1CCCCC1,3,0,0,0,1,939.9740226,6.8458522393502665
O=C(O)CC(O)(CC(=O)O)C(=O)O,4,0,0,0,0,5039.921301,8.525145746062549
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,3,0,0,0,1,1292.00461,7.163950252447637
CCN(CC)C(=S)S[Si](C)(C)C,2,0,0,1,1,150.0223508,5.010784288329397
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2,0,0,1,1,399.9522888,5.9913452619937955
CCCOc1ccc(C(=O)NC(C)(C)C)cc1-c1nc(=O)c2n[nH]nc2[nH]1,3,0,0,0,1,999.9649046,6.907720182966279
COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,3,0,0,0,1,1000.10935,6.907864623003862
CCOC(=O)c1cc(=S)c2ccccc2o1,2,0,0,1,1,99.99743899,4.605144575560147
CCOC(=O)CCN1CCN(CCCOC(c2ccccc2)c2ccccc2)CC1,3,0,0,0,1,869.877095,6.7683519315541245
C=CCOC1CCC(=O)N1S(=O)(=O)c1ccccc1,3,0,0,0,1,999.9893373,6.9077446162252905
O=C1CCN=C2CC(c3cc4ccccc4o3)CN12,2,0,0,1,1,199.9929216,5.298281973921725
NC1(c2ccc(Br)cc2)CCCCC1=O,3,0,0,0,1,1099.983593,7.00305054322068
O=C(CCl)Nc1nc2cc(Cl)ccc2o1,3,0,0,0,1,999.9795974,6.907734876174001
CN1CCC(OC(=O)COC(=O)c2ccccc2Nc2ccnc3cc(C(F)(F)F)ccc23)CC1,3,0,0,0,1,1000.045129,6.9078004069638546
CC(=NOCCN1CCOCC1)c1ccc(NC(=O)c2cccnc2Cl)cc1,3,0,0,0,1,1420.063443,7.258456827766281
COC1=CN=CC(c2ccc(OC)c3c2S(=O)(=O)C=C3Nc2cccc(Cl)c2)C2=C3C1=COC3CCC2C,3,0,0,0,1,1000.065329,6.907820605848291
CCCN1N=C(C(F)(F)F)Nc2cc(C#N)ccc21,2,0,0,1,1,317.9976287,5.762043925834135
CC(=NOC(N)=O)SCCC#N,1,0,1,1,1,24.99946588,3.21885445983997
O=c1nc2cccccc-2n1Cc1ccccc1,2,0,0,1,1,357.9939393,5.880516056927789
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,4,0,0,0,0,4999.966815,8.517186554394213
CC(=O)SCC(C)C(=O)Nc1cccnc1C(=O)O,2,0,0,1,1,420.9985086,6.042629291158292
c1cncc(-c2nnc(-c3cccnc3)o2)c1,2,0,0,1,1,447.9940059,6.104779852637976
CCC1(c2ccccc2)C(=O)N(C[N+]23CN4CN(CN(C4)C2)C3)C(=O)N(C[N+]23CN4CN(CN(C4)C2)C3)C1=O,3,0,0,0,1,999.8941813,6.907649454682943
CC=CC(=O)NCC(C(C)C)N(O)N=O,3,0,0,0,1,749.9895465,6.620059268433221
Cc1cc(S(=O)(=O)O)c2c(C)ccc(C(C)C)cc1-2,3,0,0,0,1,1540.149368,7.339634682912027
O=C(CN1CCOCC1)Nc1ccc(C2NC(=O)Cc3ccccc32)cc1,3,0,0,0,1,1599.855512,7.37766859915013
N#CCOc1nc(OCC#N)nc(N2CCOCC2)n1,2,0,0,1,1,499.9891404,6.2145863789863265
CCCN(C=CC=CC=[N+](CCC)CCC)CCC,3,0,0,0,1,1000.131844,6.907887114291481
O=C1C(=Cc2ccccc2Cl)N=C(c2ccccc2)N1N=Cc1ccccc1Br,3,0,0,0,1,699.9246914,6.550972745541576
CC(=O)Nc1ccc(OCCOC(=O)c2ccccc2OC(C)=O)cc1,4,0,0,0,0,3160.336021,8.058433636687205
CC(=O)c1sc(C=Cc2ccc([N+](=O)[O-])o2)nc1C,4,0,0,0,0,20000.07185,9.903491145029674
O=Cc1ccc2[nH]c(=O)oc2c1,3,0,0,0,1,1699.979159,7.438371270557395
C#CCN=C1NC(=O)C(c2ccccc2)O1,2,0,0,1,1,229.9957055,5.4380606370097455
CC(CCC(=O)O)CC(C)CC(C)C(=O)C=C(O)C(C)CC(C)CC=CC(C)C(O)C(C)C(O)CC1CCC(C)(C2CCC(C)(C(C)O)O2)O1,3,0,0,0,1,649.9834986,6.476946975798202
Cc1ncc([N+](=O)[O-])n1CCOCCI,2,0,0,1,1,349.9935409,5.857914699741743
CN(C)CCC=C1c2ccccc2CSc2ccsc21,2,0,0,1,1,180.0119413,5.193023189245329
Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,2,0,0,1,1,232.9246257,5.450714906380169
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(CC=C(C)C)CC2,3,0,0,0,1,700.0665069,6.551175340387397
N#CC1N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2NC1=O,3,0,0,0,1,999.9640862,6.907719364537221
c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,3,0,0,0,1,706.9069855,6.560899095006708
Oc1cc(Cl)c(Cl)c(Cl)c1Cc1c(O)cc(Cl)c(Cl)c1Cl,3,0,0,0,1,727.9874758,6.590283844477274
NNCCOc1ccc(OCc2ccccc2)cc1,3,0,0,0,1,999.9961294,6.907751408374646
CC(Oc1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,3,0,0,0,1,847.9878096,6.742866260216877
O=C(O)c1cc(Cl)no1,3,0,0,0,1,1859.911741,7.52828431450614
C=CCOc1nc(NC)nc(N2CCN(C)CC2)c1SC,2,0,0,1,1,399.9883657,5.991435460934984
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,4,0,0,0,0,3119.648392,8.04547557958119
[Si]c1ccccc1,3,0,0,0,1,699.9866916,6.551061322862674
CSc1ccc(OCCCCCN2CCSC2)nc1,3,0,0,0,1,550.0423824,6.3099953341667225
c1ccc2c(c1)Sc1cccnc1N2CCCN1CCCCC1,2,0,0,1,1,354.0206645,5.869355285723847
Nc1ccc(CCN2CCC34CCCCC3C2Cc2ccc(O)cc24)cc1,2,0,0,1,1,69.99671745,4.2484483473783925
Cc1ccc(S(=O)(=O)NC2(Cc3ccccc3)CCCC2)cc1,4,0,0,0,0,2500.265584,7.824152238813903
CNCC1C2CCC(CC2)C1c1ccccc1,2,0,0,1,1,199.9938961,5.298286846582307
O=C(CCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1)c1ccc(F)cc1,3,0,0,0,1,1184.088489,7.076728549982337
CC(C)(COCc1cc(Oc2ccccc2)ccc1F)c1ccc(Cl)cc1,3,0,0,0,1,500.0285802,6.2146652571885985
Cc1nnc2n1-c1ccc(Cl)cc1N(c1ccccc1)C(N1CCOCC1)=C2,3,0,0,0,1,1600.089369,7.3778147622930055
CCCCOc1ccc(C=CC(=O)NO)cc1Br,4,0,0,0,0,3999.885413,8.294020992941702
CC1NCCc2c(CO)[nH]c3c(Cl)ccc1c23,2,0,0,1,1,374.9865391,5.9268901295928105
COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1,3,0,0,0,1,1757.981513,7.471921562262639
COc1ccc(NC(=O)NC(=O)CSc2nnc(-c3cc(Br)cc(Br)c3O)n2-c2ccc(C)cc2)cc1,3,0,0,0,1,999.9243077,6.90767958381733
CCN=C(Cc1ccc(Cl)c(Cl)c1)NCC,2,0,0,1,1,89.99652753,4.4997710865859215
CCCCCCCCN1CCC2(CC1)CN=C1SCC(O)(c3ccccc3OC)N1C2,3,0,0,0,1,900.0545238,6.802455343489296
C/C(Cc1ccccc1)=N\NC(=N)N/N=C(\C)Cc1ccccc1,3,0,0,0,1,1099.904177,7.002978343173825
N#CCCCC#N,2,0,0,1,1,265.980216,5.583421930075822
Cc1ncsc1OCC(O)CN1CCN(c2ccccc2OCCC(C)C)CC1,3,0,0,0,1,1000.02145,6.907776728752089
CCCCCCCOC(=O)C(N)c1ccccc1,4,0,0,0,0,2499.959894,7.824029968327611
O=c1oc2ccccc2n1CCO,4,0,0,0,0,2729.923818,7.912028982295134
CCCCN1CCN(CC2CN(N=Cc3ccc([N+](=O)[O-])o3)C(=O)O2)CC1,3,0,0,0,1,999.955194,6.9077104719783184
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,1,0,1,1,1,24.49964278,3.1986585370362226
O=C(CCCN1CCN(CC(O)CSc2ccccc2)CC1)c1ccc(F)cc1,3,0,0,0,1,841.0767185,6.734682878761258
CCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3,0,0,0,1,1000.004147,6.907759425973539
CC(C)(COCc1cc(Oc2ccccc2)ccc1Cl)c1ccc(Cl)cc1,2,0,0,1,1,499.9588872,6.2145258694414816
CC(NC(=O)C(=O)c1c[nH]c2ccc(Br)cc12)C(=O)O,3,0,0,0,1,999.9852563,6.907740535173447
Cc1cc(C)c(C2(C)OCC(COC(N)=O)O2)c(C)c1,3,0,0,0,1,1999.957042,7.6008809803114055
O=C(CCc1ccccc1)c1ccc2[nH]c(=O)oc2c1,4,0,0,0,0,2499.962589,7.824031046344325
O=C(c1ccc(F)cc1)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,2,0,0,1,1,300.023025,5.70385922171107
CN(C)CC(CSC#N)SC#N,1,0,1,1,1,39.49607591,3.6762013229214965
CN(C)CCOC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,2,0,0,1,1,403.9393253,6.0012646817812785
O=C(O)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cn1,3,0,0,0,1,799.9846267,6.684592510858286
CCCCC(C)(CC)C(=O)NC(N)=O,3,0,0,0,1,1299.987019,7.170109558015159
COc1ccncc1S(=O)(=O)NCCCN(C)C,3,0,0,0,1,999.9707351,6.907726013653911
CN(C)C(=O)N1CCN(c2cc3ccccc3c(=O)c3ccccc23)CC1,3,0,0,0,1,1999.750998,7.60077795079119
