TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-20770,,2-(2-chloro-1-phenylethyl)-6-ethoxypyridazin-3-one,204865,CCOc1ccc(=O)n(C(CCl)c2ccccc2)n1,HAFLZDHJMIBEDY-UHFFFAOYSA-N,2499.919279,4,>2000,0,0,0,0
TOX-20771,,2-(2-anilino-1-phenylethyl)-6-propan-2-yloxypyridazin-3-one,204866,CC(C)Oc1ccc(=O)n(C(CNc2ccccc2)c2ccccc2)n1,JDDILJSEEVEXLY-UHFFFAOYSA-N,2499.756749,4,>2000,0,0,0,0
TOX-20772,,6-butoxy-2-(2-chloro-1-phenylethyl)pyridazin-3-one,204867,CCCCOc1ccc(=O)n(C(CCl)c2ccccc2)n1,DFVWTNJYWQADGU-UHFFFAOYSA-N,2499.975551,4,>2000,0,0,0,0
TOX-20773,,2-(2-chloro-1-phenylethyl)-6-(2-oxo-2-piperidin-1-ylethoxy)pyridazin-3-one,204868,O=C(COc1ccc(=O)n(C(CCl)c2ccccc2)n1)N1CCCCC1,KVTJGEJLJBCIGQ-UHFFFAOYSA-N,2499.627516,4,>2000,0,0,0,0
TOX-20774,,2-[2-(4-chloroanilino)-1-phenylethyl]-6-methoxypyridazin-3-one,204869,COc1ccc(=O)n(C(CNc2ccc(Cl)cc2)c2ccccc2)n1,ZZTSQQIEPNPFOW-UHFFFAOYSA-N,2499.824354,4,>2000,0,0,0,0
TOX-20775,,2-(2-chloro-1-phenylethyl)-6-methoxypyridazin-3-one,204870,COc1ccc(=O)n(C(CCl)c2ccccc2)n1,VTNGEWLHLAEWNN-UHFFFAOYSA-N,2499.981109,4,>2000,0,0,0,0
TOX-20776,,2-(2-chloro-1-phenylethyl)-6-propoxypyridazin-3-one,204871,CCCOc1ccc(=O)n(C(CCl)c2ccccc2)n1,PHCBLMNADJXTEP-UHFFFAOYSA-N,2499.948767,4,>2000,0,0,0,0
TOX-20777,,6-methoxy-2-(1-phenyl-2-piperidin-1-ylethyl)pyridazin-3-one,204872,COc1ccc(=O)n(C(CN2CCCCC2)c2ccccc2)n1,MKMBDXXDWPGLKW-UHFFFAOYSA-N,2499.992024,4,>2000,0,0,0,0
TOX-20781,,"N',N'-diethyl-N-(1-nitroacridin-9-yl)ethane-1,2-diamine",28245,CCN(CC)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,KQXNZWRSJOPJHO-UHFFFAOYSA-N,56.39816676,2,50-500,0,0,1,1
TOX-20782,,"N',N'-diethyl-N-(1-nitroacridin-9-yl)propane-1,3-diamine",28247,CCN(CC)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,MLPKZUBKJDQRIK-UHFFFAOYSA-N,27.49703495,1,10-50,0,1,1,1
TOX-20786,,"1-[13-(hydroxymethyl)-10-methyl-3-(methylamino)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanol",53463860,CNC1CCC2(C)C(=CCC3C2CCC2(CO)C(C(C)O)CCC32)C1,JASSGIGGJMGBFO-UHFFFAOYSA-N,1047.559928,3,500-2000,0,0,0,1
TOX-20789,,2-(2-chloro-1-phenylethyl)-6-[(4-nitrophenyl)methoxy]pyridazin-3-one,204876,O=c1ccc(OCc2ccc([N+](=O)[O-])cc2)nn1C(CCl)c1ccccc1,GCNIHRCBZACAAM-UHFFFAOYSA-N,2499.954643,4,>2000,0,0,0,0
TOX-20790,,2-(2-chloro-1-phenylethyl)-6-propan-2-yloxypyridazin-3-one,204877,CC(C)Oc1ccc(=O)n(C(CCl)c2ccccc2)n1,GECWHKCEWHWITO-UHFFFAOYSA-N,2499.948767,4,>2000,0,0,0,0
TOX-20791,Penoctonium,"2-(2,2-dicyclopentylacetyl)oxyethyl-diethyl-octylazanium",71691,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,JQVBGTKMTRKHML-UHFFFAOYSA-N,900.0198184,3,500-2000,0,0,0,1
TOX-20792,,"1-[[2-[(4-methoxyphenyl)methyl]-5-(trifluoromethyl)benzimidazol-1-yl]methyl]-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizine",204878,COc1ccc(Cc2nc3cc(C(F)(F)F)ccc3n2CC2CCCN3CCCCC23)cc1,TZCMOUOFLGIXFI-UHFFFAOYSA-N,699.9388029,3,500-2000,0,0,0,1
TOX-20796,,"2-[ethyl(tetradecyl)amino]-2-methylpropane-1,3-diol",204882,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO,IDRJLCDTCKAKHQ-UHFFFAOYSA-N,3350.31511,4,>2000,0,0,0,0
TOX-20835,,"4-(3,3-dimethyl-2,5-dioxopyrrolidin-1-yl)benzenesulfonamide",204933,CC1(C)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,GEODNDNCGLASJM-UHFFFAOYSA-N,2999.989373,4,>2000,0,0,0,0
TOX-20836,,"4-(3,3-diethyl-2,5-dioxopyrrolidin-1-yl)benzenesulfonamide",204934,CCC1(CC)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,TUKPBVQZUVYKRX-UHFFFAOYSA-N,4999.919455,4,>2000,0,0,0,0
TOX-20837,,"4-(3-ethyl-3-methyl-2,5-dioxopyrrolidin-1-yl)benzenesulfonamide",204935,CCC1(C)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,WCHUHMTYPVCQKV-UHFFFAOYSA-N,3899.894715,4,>2000,0,0,0,0
TOX-20838,,"3-chloro-4-(3-ethyl-3-methyl-2,5-dioxopyrrolidin-1-yl)benzenesulfonamide",204936,CCC1(C)CC(=O)N(c2ccc(S(N)(=O)=O)cc2Cl)C1=O,HTLAEUIMUGFLOB-UHFFFAOYSA-N,4699.957373,4,>2000,0,0,0,0
TOX-20839,,"3-chloro-4-(3-ethyl-3-methyl-2,5-dioxopyrrolidin-1-yl)-5-methylbenzenesulfonamide",204937,CCC1(C)CC(=O)N(c2c(C)cc(S(N)(=O)=O)cc2Cl)C1=O,RPJOHCGHVVTLPD-UHFFFAOYSA-N,2999.825995,4,>2000,0,0,0,0
TOX-20840,,"4-(3-ethyl-3-methyl-2,5-dioxopyrrolidin-1-yl)-3-methylbenzenesulfonamide",204938,CCC1(C)CC(=O)N(c2ccc(S(N)(=O)=O)cc2C)C1=O,VBZUYPAXZOGEFE-UHFFFAOYSA-N,4999.919455,4,>2000,0,0,0,0
TOX-20844,Isopropylidene-dbm,"1,2-bis(2-bromo-1-hydroxyethyl)-3,3-dimethylcyclopropane-1,2-diol",28291,CC1(C)C(O)(C(O)CBr)C1(O)C(O)CBr,KEOBBYNROASRIK-UHFFFAOYSA-N,1999.994252,3,500-2000,0,0,0,1
TOX-20845,Edifenphos,[ethoxy(phenylsulfanyl)phosphoryl]sulfanylbenzene,28292,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,AWZOLILCOUMRDG-UHFFFAOYSA-N,143.0092146,2,50-500,0,0,1,1
TOX-20851,Acetylmelilotic acid,acetyl 3-(2-hydroxyphenyl)propanoate,28296,CC(=O)OC(=O)CCc1ccccc1O,HWHJTMNRGPJBSF-UHFFFAOYSA-N,1539.977811,3,500-2000,0,0,0,1
TOX-20852,,3-(4-chlorophenyl)-1-piperidin-1-ylprop-2-en-1-one,204941,O=C(C=Cc1ccc(Cl)cc1)N1CCCCC1,UCBCOMZMXLGOSD-UHFFFAOYSA-N,1011.955425,3,500-2000,0,0,0,1
TOX-20872,Etamiphylline,"7-[2-(diethylamino)ethyl]-1,3-dimethylpurine-2,6-dione",28329,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,AWKLBIOQCIORSB-UHFFFAOYSA-N,1236.982287,3,500-2000,0,0,0,1
TOX-20883,,2-methoxy-1-[4-(2-methoxyacetyl)piperazin-1-yl]ethanone,204973,COCC(=O)N1CCN(C(=O)COC)CC1,ZJLBNKWCOGOOFP-UHFFFAOYSA-N,3999.930518,4,>2000,0,0,0,0
TOX-20884,,2-ethoxy-1-[4-(2-ethoxyacetyl)piperazin-1-yl]ethanone,204974,CCOCC(=O)N1CCN(C(=O)COCC)CC1,LLQTUNYDYXBRBV-UHFFFAOYSA-N,774.9759986,3,500-2000,0,0,0,1
TOX-20885,,2-propoxy-1-[4-(2-propoxyacetyl)piperazin-1-yl]ethanone,204975,CCCOCC(=O)N1CCN(C(=O)COCCC)CC1,JIGZAPHKGBUHGO-UHFFFAOYSA-N,1489.989595,3,500-2000,0,0,0,1
TOX-20886,,2-butoxy-1-[4-(2-butoxyacetyl)piperazin-1-yl]ethanone,204976,CCCCOCC(=O)N1CCN(C(=O)COCCCC)CC1,OIABNNBFKLLPIG-UHFFFAOYSA-N,188.9963933,2,50-500,0,0,1,1
TOX-20894,Xanthiol,3-[4-[3-(2-chloro-9H-thioxanthen-9-yl)propyl]piperazin-1-yl]propan-1-ol,28361,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,VQLAZPRVCPICCQ-UHFFFAOYSA-N,155.9932664,2,50-500,0,0,1,1
TOX-20896,,2-bromo-3-(5-nitrothiophen-2-yl)prop-2-enal,204981,O=CC(Br)=Cc1ccc([N+](=O)[O-])s1,WQMFYICWGKSLTN-UHFFFAOYSA-N,2699.958794,4,>2000,0,0,0,0
TOX-20897,,N-[(E)-ethylideneamino]methanamine,9601793,C/C=N\NC,WIMYYXRANPYBED-HWKANZROSA-N,389.9945918,2,50-500,0,0,1,1
TOX-20902,,4-(2-oxo-2-piperidin-1-ylethoxy)benzaldehyde,204986,O=Cc1ccc(OCC(=O)N2CCCCC2)cc1,WSOMRIFBTYVLIY-UHFFFAOYSA-N,1199.980591,3,500-2000,0,0,0,1
TOX-20903,,2-(4-acetylphenoxy)-N-cyclohexylacetamide,2621514,CC(=O)c1ccc(OCC(=O)NC2CCCCC2)cc1,ODJQAYIYMQYECH-UHFFFAOYSA-N,1599.953512,3,500-2000,0,0,0,1
TOX-20904,,2-chloro-N-(2-chloroethyl)-N-(sulfinylamino)ethanamine,96525,O=S=NN(CCCl)CCCl,LEKIVDBGCPXMES-UHFFFAOYSA-N,37.23926654,1,10-50,0,1,1,1
TOX-20917,,"1,3-bis(2-methylphenoxy)propan-2-ol",96701,Cc1ccccc1OCC(O)COc1ccccc1C,GZSFOYFMSYYKJH-UHFFFAOYSA-N,1119.983551,3,500-2000,0,0,0,1
TOX-20918,,"2-phenyl-3a,4,5,6,7,7a-hexahydro-4,7-epoxyisoindole-1,3-dione",86523,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,PHRHVYRRQVLATP-UHFFFAOYSA-N,1164.990421,3,500-2000,0,0,0,1
TOX-20928,theobromine,"3,7-dimethylpurine-2,6-dione",5429,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N,836.9674803,3,500-2000,0,0,0,1
TOX-20933,,2-[4-chloro-2-[[3-(trifluoromethyl)benzoyl]amino]phenyl]acetic acid,28388,O=C(O)Cc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1,IKZXHUOMJXQQBB-UHFFFAOYSA-N,749.9895174,3,500-2000,0,0,0,1
TOX-20941,,"5-chloro-1,3-benzoxazole",28398,Clc1ccc2ocnc2c1,VWMQXAYLHOSRKA-UHFFFAOYSA-N,999.9479064,3,500-2000,0,0,0,1
TOX-20949,,"2-propan-2-yloxypropane-1,3-diol",87008,CC(C)OC(CO)CO,TZVGNDWIPYNINU-UHFFFAOYSA-N,8199.694421,4,>2000,0,0,0,0
TOX-20956,,2-propan-2-yloxy-1-[4-(2-propan-2-yloxyacetyl)piperazin-1-yl]ethanone,205041,CC(C)OCC(=O)N1CCN(C(=O)COC(C)C)CC1,BTLCBGDIKOJAQS-UHFFFAOYSA-N,3399.976251,4,>2000,0,0,0,0
TOX-20959,,"3-iodothiolane 1,1-dioxide",205043,O=S1(=O)CCC(I)C1,CGOFTYIAIKDBLL-UHFFFAOYSA-N,100.0004065,2,50-500,0,0,1,1
TOX-20960,,(4-acetamidophenyl) phenyl carbonate,28420,CC(=O)Nc1ccc(OC(=O)Oc2ccccc2)cc1,ZKKFVCNYJQHJOB-UHFFFAOYSA-N,3399.974935,4,>2000,0,0,0,0
TOX-20961,,(4-acetamidophenyl) propan-2-yl carbonate,28421,CC(=O)Nc1ccc(OC(=O)OC(C)C)cc1,CKHZVJCAFJJHEB-UHFFFAOYSA-N,3499.926242,4,>2000,0,0,0,0
TOX-20966,,(4-acetamidophenyl) ethyl carbonate,28423,CCOC(=O)Oc1ccc(NC(C)=O)cc1,AXHGKAOXRWHBIF-UHFFFAOYSA-N,1449.948035,3,500-2000,0,0,0,1
TOX-20967,BENZOCTAMINE,"N-methyl-1-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)methanamine",28425,CNCC12CCC(c3ccccc31)c1ccccc12,GNRXCIONJWKSEA-UHFFFAOYSA-N,279.9359954,2,50-500,0,0,1,1
TOX-20968,,"ethyl 2-(3-ethyl-4-oxo-5-piperidin-1-yl-1,3-thiazolidin-2-ylidene)acetate",28426,CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1CC,UAXYBJSAPFTPNB-UHFFFAOYSA-N,1183.90238,3,500-2000,0,0,0,1
TOX-20970,,"N-benzyl-N-[(4,6-dimethylpyridazin-3-yl)amino]formamide",28432,Cc1cc(C)c(NN(C=O)Cc2ccccc2)nn1,QRFGIUQJSOSUJN-UHFFFAOYSA-N,772.9728575,3,500-2000,0,0,0,1
TOX-20971,,"4,6-dimethylpyridazin-3-amine",205057,Cc1cc(C)c(N)nn1,XYAZKWZBYYIWQY-UHFFFAOYSA-N,1103.008955,3,500-2000,0,0,0,1
TOX-20972,,"N-[(E)-benzylideneamino]-4,6-dimethylpyridazin-3-amine",6433690,Cc1cc(C)c(N/N=C\c2ccccc2)nn1,CJJLORKREXVXFA-NTEUORMPSA-N,1556.979359,3,500-2000,0,0,0,1
TOX-20979,,"2,3,5-triiodobenzoic acid",6948,O=C(O)c1cc(I)cc(I)c1I,ZMZGFLUUZLELNE-UHFFFAOYSA-N,699.9985994,3,500-2000,0,0,0,1
TOX-20984,Tetridamine,"N,2-dimethyl-4,5,6,7-tetrahydroindazol-3-amine",28446,CNc1c2c(nn1C)CCCC2,NKDJNEGDJVXHKM-UHFFFAOYSA-N,629.9999998,3,500-2000,0,0,0,1
TOX-20986,,"2-(2,6-dimethylphenyl)ethylurea",87032,Cc1cccc(C)c1CCNC(N)=O,PIMJYOORDYDRBD-UHFFFAOYSA-N,1424.985178,3,500-2000,0,0,0,1
TOX-20987,,"2-(2,6-dichlorophenyl)ethylurea",87033,NC(=O)NCCc1c(Cl)cccc1Cl,WHCIYAMCNYHKDJ-UHFFFAOYSA-N,99.99656803,2,50-500,0,0,1,1
TOX-20988,,"2-(2,3-dimethylphenyl)ethylurea",87034,Cc1cccc(CCNC(N)=O)c1C,PZZVZUYFWZWFGQ-UHFFFAOYSA-N,1199.987516,3,500-2000,0,0,0,1
TOX-20989,,"2-(2,4-dimethylphenyl)ethylurea",87035,Cc1ccc(CCNC(N)=O)c(C)c1,LDSJFIAPYGOFRQ-UHFFFAOYSA-N,1499.984395,3,500-2000,0,0,0,1
TOX-20991,,"2-(2,6-difluorophenyl)ethylurea",205067,NC(=O)NCCc1c(F)cccc1F,MTLJBQORIWAOED-UHFFFAOYSA-N,710.0070933,3,500-2000,0,0,0,1
TOX-20992,,"2-(2,4-dichlorophenyl)ethylurea",205068,NC(=O)NCCc1ccc(Cl)cc1Cl,SBXKLOACRONULN-UHFFFAOYSA-N,2999.897036,4,>2000,0,0,0,0
TOX-20993,Oxypendyl,"2-[4-(3-pyrido[3,2-b][1,4]benzothiazin-10-ylpropyl)piperazin-1-yl]ethanol",168893,OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1,RUPOLIZWSDDWNJ-UHFFFAOYSA-N,734.9563581,3,500-2000,0,0,0,1
TOX-21004,,2-[ethoxy(phenyl)phosphinothioyl]oxybenzonitrile,205071,CCOP(=S)(Oc1ccccc1C#N)c1ccccc1,JRBNVSUWXMKKRT-UHFFFAOYSA-N,4.99962087,0,<10,1,1,1,1
TOX-21006,,(4-acetamidophenyl) methyl carbonate,28478,COC(=O)Oc1ccc(NC(C)=O)cc1,NPTMYBDPDBTCPB-UHFFFAOYSA-N,1749.991637,3,500-2000,0,0,0,1
TOX-21010,,1-(furan-2-yl)-N-[6-(furan-2-ylmethylideneamino)hexyl]methanimine,28480,C(=NCCCCCCN=Cc1ccco1)c1ccco1,LMXJMWBWWSFMLA-UHFFFAOYSA-N,1379.959463,3,500-2000,0,0,0,1
TOX-21015,,2-(4-butoxycarbonylanilino)benzoic acid,205079,CCCCOC(=O)c1ccc(Nc2ccccc2C(=O)O)cc1,MYVYRCJIALKKDS-UHFFFAOYSA-N,999.8308615,3,500-2000,0,0,0,1
TOX-21016,,"2-[(2,3-dimethylphenyl)carbamoyl]benzoic acid",98770,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1C,NANJTVUHWVLWBC-UHFFFAOYSA-N,1449.946157,3,500-2000,0,0,0,1
TOX-21037,,"3-methyl-1,3-thiazolidin-2-imine",77318,CN1CCSC1=N,YMTRVMXXEIEMLP-UHFFFAOYSA-N,432.0037182,2,50-500,0,0,1,1
TOX-21049,,S-phenyl furan-2-carbothioate,205104,O=C(Sc1ccccc1)c1ccco1,XCQROCMQSAUOTM-UHFFFAOYSA-N,1500.000001,3,500-2000,0,0,0,1
TOX-21050,,N-(4-chlorophenyl)benzenecarbohydrazonoyl chloride,28496,ClC(=NNc1ccc(Cl)cc1)c1ccccc1,IMHUAQVGERGSNQ-UHFFFAOYSA-N,299.9852911,2,50-500,0,0,1,1
TOX-21051,,"3-oxo-2,5-diphenyl-1H-pyrazole-4-carbaldehyde",20201132,O=Cc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,PKWKMOWEPZSOER-UHFFFAOYSA-N,221.9966399,2,50-500,0,0,1,1
TOX-21052,,5-methyl-3-oxo-2-phenyl-1H-pyrazole-4-carbaldehyde,687977,Cc1[nH]n(-c2ccccc2)c(=O)c1C=O,RWBBDSAYSNJJHM-UHFFFAOYSA-N,452.9932797,2,50-500,0,0,1,1
TOX-21053,,4-[diethylamino(hydroxy)methyl]-5-methyl-2-phenyl-1H-pyrazol-3-one,205107,CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O,DSWOFJBKQDPRSJ-UHFFFAOYSA-N,850.9938192,3,500-2000,0,0,0,1
TOX-21071,,2-[3-[3-(2-carboxyphenoxy)sulfonylphenyl]phenyl]sulfonyloxybenzoic acid,28519,O=C(O)c1ccccc1OS(=O)(=O)c1cccc(-c2cccc(S(=O)(=O)Oc3ccccc3C(=O)O)c2)c1,XJRJMDCIUQVYSI-UHFFFAOYSA-N,2649.741956,4,>2000,0,0,0,0
TOX-21072,Tomatine,"2-[2-[4,5-dihydroxy-2-(hydroxymethyl)-6-(5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-piperidine]-16-yl)oxyoxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",5513,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,REJLGAUYTKNVJM-UHFFFAOYSA-N,500.0000001,3,500-2000,0,0,0,1
TOX-21074,,4-morpholin-4-ylbenzenediazonium,87101,N#[N+]c1ccc(N2CCOCC2)cc1,NJYDJNRTEZIUBS-UHFFFAOYSA-N,1949.938496,3,500-2000,0,0,0,1
TOX-21075,Dicarbine,"2,8-dimethyl-1,3,4,4a,5,9b-hexahydropyrido[4,3-b]indole",65684,Cc1ccc2c(c1)C1CN(C)CCC1N2,CYJQCYXRNNCURD-UHFFFAOYSA-N,368.3186921,2,50-500,0,0,1,1
TOX-21081,,2-amino-5-nitrobenzonitrile,28532,N#Cc1cc([N+](=O)[O-])ccc1N,MGCGMYPNXAFGFA-UHFFFAOYSA-N,6709.753216,4,>2000,0,0,0,0
TOX-21082,,O-butyl N-phenylcarbamothioate,3034618,CCCCOC(=S)Nc1ccccc1,AFLJZONKLOTDEJ-UHFFFAOYSA-N,1799.965602,3,500-2000,0,0,0,1
TOX-21083,,(3-acetyloxyphenyl)-trimethylazanium,28535,CC(=O)Oc1cccc([N+](C)(C)C)c1,OEUQDGNNEYCCQW-UHFFFAOYSA-N,799.9835274,3,500-2000,0,0,0,1
TOX-21086,,"6-hydroxy-5-methoxy-1-methyl-3,8,9,9a-tetrahydro-2H-benzo[de]quinolin-7-one",205113,COc1cc2c3c(c1O)C(=O)CCC3N(C)CC2,VNNHVWOIKOVAAV-UHFFFAOYSA-N,899.9854423,3,500-2000,0,0,0,1
TOX-21087,Azapicyl,N'-acetylpyridine-2-carbohydrazide,28545,CC(=O)NNC(=O)c1ccccn1,FDJAMXYLIRPRIS-UHFFFAOYSA-N,410.002288,2,50-500,0,0,1,1
TOX-21088,,S-[[4-(aminomethyl)-5-hydroxy-6-methylpyridin-3-yl]methyl] ethanethioate,28547,CC(=O)SCc1cnc(C)c(O)c1CN,WFDOUHNPFWCKBQ-UHFFFAOYSA-N,1339.994078,3,500-2000,0,0,0,1
TOX-21091,,"1,4,7,10,13,16-hexaoxacyclooctadecane",28557,C1COCCOCCOCCOCCOCCO1,XEZNGIUYQVAUSS-UHFFFAOYSA-N,539.9836557,3,500-2000,0,0,0,1
TOX-21094,Guabenxan,"2-(2,3-dihydro-1,4-benzodioxin-6-ylmethyl)guanidine",28563,N=C(N)NCc1ccc2c(c1)OCCO2,WTDYJDLUNYALPM-UHFFFAOYSA-N,534.9922552,3,500-2000,0,0,0,1
TOX-21113,,"1-phenyl-2,4-dihydro-1H-isoquinolin-3-one",28576,O=C1Cc2ccccc2C(c2ccccc2)N1,IAOCKKZVKNCZPK-UHFFFAOYSA-N,1059.976262,3,500-2000,0,0,0,1
TOX-21130,Diphenylthioacetamide,"2,2-diphenylethanethioamide",2734828,NC(=S)C(c1ccccc1)c1ccccc1,QMAWTTMRRXVHNI-UHFFFAOYSA-N,999.9912017,3,500-2000,0,0,0,1
TOX-21138,,1-phenyl-N-propan-2-ylpyrazol-4-amine,205182,CC(C)Nc1cnn(-c2ccccc2)c1,QXRKOFHNVZENKS-UHFFFAOYSA-N,659.9901631,3,500-2000,0,0,0,1
TOX-21146,,"6-methylsulfonyl-1,3-benzothiazol-2-amine",87152,CS(=O)(=O)c1ccc2nc(N)sc2c1,ZYHNHJAMVNINSY-UHFFFAOYSA-N,200.0017522,2,50-500,0,0,1,1
TOX-21151,Adigal,"[6-[4-hydroxy-6-[4-hydroxy-6-[[14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] acetate",407582,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,YFGQJKBUXPKSAW-UHFFFAOYSA-N,9.339730152,0,<10,1,1,1,1
TOX-21154,,"4,5,7-trihydroxychromen-2-one",54676761,O=c1cc(O)c2c(O)cc(O)cc2o1,HPNWGYCBCHLEMW-UHFFFAOYSA-N,3199.967034,4,>2000,0,0,0,0
TOX-21155,,2-(N-prop-2-enylanilino)acetamide,205189,C=CCN(CC(N)=O)c1ccccc1,MQDPBSVJRDMZSU-UHFFFAOYSA-N,949.9700389,3,500-2000,0,0,0,1
TOX-21159,,"1,4-dichloro-2-(dimethoxyphosphorylsulfanylmethylsulfanyl)benzene",87160,COP(=O)(OC)SCSc1cc(Cl)ccc1Cl,XAMPFKFMGMGXEC-UHFFFAOYSA-N,63.00037822,2,50-500,0,0,1,1
TOX-21172,,[3-(1-phenylpropan-2-yl)oxadiazol-3-ium-5-yl]urea,205198,CC(Cc1ccccc1)[n+]1cc(NC(=N)[O])on1,RDTQBQATWBKACY-UHFFFAOYSA-O,1004.060585,3,500-2000,0,0,0,1
TOX-21173,Amfetaminil,2-phenyl-2-(1-phenylpropan-2-ylamino)acetonitrile,28615,CC(Cc1ccccc1)NC(C#N)c1ccccc1,NFHVTCJKAHYEQN-UHFFFAOYSA-N,181.996365,2,50-500,0,0,1,1
TOX-21195,,"N,N-dimethyl-1,3-bis(methylsulfonylsulfanyl)propan-2-amine",205215,CN(C)C(CSS(C)(=O)=O)CSS(C)(=O)=O,URMSKOIPICHNCM-UHFFFAOYSA-N,331.0172239,2,50-500,0,0,1,1
TOX-21196,Bensultap,"1,3-bis(benzenesulfonylsulfanyl)-N,N-dimethylpropan-2-amine",87176,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,YFXPPSKYMBTNAV-UHFFFAOYSA-N,414.9750013,2,50-500,0,0,1,1
TOX-21215,Sulfamoyldapsone,5-amino-2-(4-aminophenyl)sulfonylbenzenesulfonamide,87190,Nc1ccc(S(=O)(=O)c2ccc(N)cc2S(N)(=O)=O)cc1,JDZPLYBLBIKFHJ-UHFFFAOYSA-N,5000.198541,4,>2000,0,0,0,0
TOX-21219,flurazepam,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",3393,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,SAADBVWGJQAEFS-UHFFFAOYSA-N,565.0361936,3,500-2000,0,0,0,1
TOX-21222,Didesethylflurazepam,"1-(2-aminoethyl)-7-chloro-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",28647,NCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,MVAUDJDXZPBWOW-UHFFFAOYSA-N,1500.099463,3,500-2000,0,0,0,1
TOX-21229,,2-(diethylamino)-N-(3-methoxy-4-octoxyphenyl)acetamide,28662,CCCCCCCCOc1ccc(NC(=O)CN(CC)CC)cc1OC,QZQDJEZXCUMIDR-UHFFFAOYSA-N,2999.753106,4,>2000,0,0,0,0
TOX-21242,,"4-methyl-1,2,5-oxadiazol-3-amine",28674,Cc1nonc1N,QIEJLLIYONRHBH-UHFFFAOYSA-N,2508.924043,4,>2000,0,0,0,0
TOX-21243,Dicapthoxon,(2-chloro-4-nitrophenyl) dimethyl phosphate,87212,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,BLVSIGRJPXXNPD-UHFFFAOYSA-N,99.00070307,2,50-500,0,0,1,1
TOX-21244,,dimethoxy-(4-methyl-3-nitrophenoxy)-sulfanylidene-lambda5-phosphane,205227,COP(=S)(OC)Oc1ccc(C)c([N+](=O)[O-])c1,MTVIDICTBOORCX-UHFFFAOYSA-N,54.0003896,2,50-500,0,0,1,1
