TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-17698,,N-[2-(dimethylamino)ethyl]-2-naphthalen-1-ylacetamide,202530,CN(C)CCNC(=O)Cc1cccc2ccccc12,SAEQRPLMNKATCI-UHFFFAOYSA-N,1.249956113,0,<10,1,1,1,1
TOX-53657,ACETYLACONITINE,"[8,14-diacetyloxy-11-ethyl-5,7-dihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate",3789345,CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,RIPYIJVYDYCPKW-UHFFFAOYSA-N,2.500061795,0,<10,1,1,1,1
TOX-33704,BRUCEANTIN,"methyl 3-(3,4-dimethylpent-2-enoyloxy)-10,15,16-trihydroxy-9,13-dimethyl-4,11-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate",573837,COC(=O)C12OCC34C(CC5C(C)=C(O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,IRQXZTBHNKVIRL-UHFFFAOYSA-N,7.027192139,0,<10,1,1,1,1
TOX-11529,Diacetoxyscirpenol,"(11-acetyloxy-10-hydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-2-yl)methyl acetate",422111,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,AUGQEEXBDZWUJY-UHFFFAOYSA-N,7.299800765,0,<10,1,1,1,1
TOX-79609,,"5-benzyl-2-[bis(dimethylamino)phosphoryl]-1,2,4-triazol-3-amine",24841613,CN(C)P(=O)(N(C)C)n1nc(Cc2ccccc2)nc1N,RRTZOARYCRFMFZ-UHFFFAOYSA-N,9.999805395,0,<10,1,1,1,1
TOX-7531,Streptovitacin A,"4-[2-hydroxy-2-(5-hydroxy-3,5-dimethyl-2-oxocyclohexyl)ethyl]piperidine-2,6-dione",91467,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,NFDQYBUVHVRNNY-UHFFFAOYSA-N,3.951986714,0,<10,1,1,1,1
TOX-38181,Amipurimycin,"2-[(2-aminocyclopentanecarbonyl)amino]-2-[6-(2-aminopurin-9-yl)-4-(1,2-dihydroxyethyl)-4,5-dihydroxyoxan-2-yl]acetic acid",162956,Nc1ncc2ncn(C3OC(C(NC(=O)C4CCCC4N)C(=O)O)CC(O)(C(O)CO)C3O)c2n1,BHAUQSKSOITMND-UHFFFAOYSA-N,5.000070638,0,<10,1,1,1,1
TOX-68939,,"1-[(Z)-(1-methylpyrrol-2-yl)methylideneamino]-3-(5,6,7,8-tetrahydronaphthalen-2-yl)urea",6449672,Cn1cccc1/C=N/NC(=O)Nc1ccc2c(c1)CCCC2,XXPFFMNLWRDWPD-PDGQHHTCSA-N,0.526992888,0,<10,1,1,1,1
TOX-2901,,"3-[1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",4605,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,LPMXVESGRSUGHW-UHFFFAOYSA-N,5.000350633,0,<10,1,1,1,1
TOX-5574,TEPP,diethoxyphosphoryl diethyl phosphate,7873,CCOP(=O)(OCC)OP(=O)(OCC)OCC,IDCBOTIENDVCBQ-UHFFFAOYSA-N,3.000010339,0,<10,1,1,1,1
TOX-21004,,2-[ethoxy(phenyl)phosphinothioyl]oxybenzonitrile,205071,CCOP(=S)(Oc1ccccc1C#N)c1ccccc1,JRBNVSUWXMKKRT-UHFFFAOYSA-N,4.99962087,0,<10,1,1,1,1
TOX-63960,Difethialone,"3-[3-[4-(4-bromophenyl)phenyl]-1,2,3,4-tetrahydronaphthalen-1-yl]-2-hydroxythiochromen-4-one",91771,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,VSVAQRUUFVBBFS-UHFFFAOYSA-N,1.900021131,0,<10,1,1,1,1
TOX-74428,,1-[dichloromethyl(dimethyl)silyl]hex-1-yn-3-ol,33206,CCCC(O)C#C[Si](C)(C)C(Cl)Cl,QIAUEGMSDLCASN-UHFFFAOYSA-N,0.174994148,0,<10,1,1,1,1
TOX-30867,,"5-(6-aminopurin-9-yl)-3,4-dihydroxy-N-propan-2-yloxolane-2-carboxamide",44278354,CC(C)NC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,FKRVKZRCTXANDS-UHFFFAOYSA-N,4.999922439,0,<10,1,1,1,1
TOX-30700,,"(2,6-diamino-10,10-dihydroxy-3a,4,8,9-tetrahydro-1H-pyrrolo[1,2-c]purin-4-yl)methyl carbamate",37173,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,RPQXVSUAYFXFJA-UHFFFAOYSA-N,0.262999121,0,<10,1,1,1,1
TOX-31963,,"3-N,3-N-dimethylisoquinoline-1,3-diamine",217006,CN(C)c1cc2ccccc2c(N)n1,HIARQWAOAUEZDE-UHFFFAOYSA-N,4.899842986,0,<10,1,1,1,1
TOX-21584,,dodecyl(triethyl)azanium,28940,CCCCCCCCCCCC[N+](CC)(CC)CC,DGJUONISEWDPFO-UHFFFAOYSA-N,6.999353105,0,<10,1,1,1,1
TOX-54753,,"2-[bis(dimethylamino)phosphoryl]-5-(2-methylpropyl)-1,2,4-triazol-3-amine",3061037,CC(C)Cc1nc(N)n(P(=O)(N(C)C)N(C)C)n1,SNZZBXNWVRPQCC-UHFFFAOYSA-N,9.999671901,0,<10,1,1,1,1
TOX-4746,Phanquinone,"4,7-phenanthroline-5,6-dione",6764,O=C1C(=O)c2ncccc2-c2cccnc21,VLPADTBFADIFKG-UHFFFAOYSA-N,3.999961942,0,<10,1,1,1,1
TOX-73519,,1-benzofuran-7-yl N-methylcarbamate,20921,CNC(=O)Oc1cccc2ccoc12,LVKKPBPHGILWOM-UHFFFAOYSA-N,9.999686169,0,<10,1,1,1,1
TOX-17141,cis-Mevinphos,methyl 3-dimethoxyphosphoryloxybut-2-enoate,9560,COC(=O)C=C(C)OP(=O)(OC)OC,GEPDYQSQVLXLEU-UHFFFAOYSA-N,4.820306038,0,<10,1,1,1,1
TOX-4742,,"16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",5102,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,2.799836722,0,<10,1,1,1,1
TOX-4799,Azinphos-methyl,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",2268,COP(=S)(OC)SCn1nnc2ccccc2c1=O,CJJOSEISRRTUQB-UHFFFAOYSA-N,8.599132763,0,<10,1,1,1,1
TOX-17201,,2-fluoro-N-methyl-N-naphthalen-2-ylacetamide,24794,CN(C(=O)CF)c1ccc2ccccc2c1,AROYZVZZFOZZRA-UHFFFAOYSA-N,9.999861895,0,<10,1,1,1,1
TOX-107828,,"1-phenyl-2,8,9-trioxa-5-aza-1-silabicyclo[3.3.3]undecane",16416,c1ccc([Si]23OCCN(CCO2)CCO3)cc1,IJOIPPSHQCEBDH-UHFFFAOYSA-N,1.399955443,0,<10,1,1,1,1
TOX-11633,Diazomycin A,2-acetamido-6-diazo-5-oxohexanoic acid,457815,CC(=O)NC(CCC(=O)[CH-][N+]#N)C(=O)O,WBSWOKCKZUNHQV-UHFFFAOYSA-N,7.796890277,0,<10,1,1,1,1
TOX-54449,,"2-[bis(dimethylamino)phosphoryl]-5-ethyl-1,2,4-triazol-3-amine",3060548,CCc1nc(N)n(P(=O)(N(C)C)N(C)C)n1,MYKCGLIXRKAJLJ-UHFFFAOYSA-N,9.999796964,0,<10,1,1,1,1
TOX-4605,,diethoxy-(propan-2-ylsulfanylmethylsulfanyl)-sulfanylidene-lambda5-phosphane,6541,CCOP(=S)(OCC)SCSC(C)C,QVSDWRRZCKGXCO-UHFFFAOYSA-N,3.999810508,0,<10,1,1,1,1
TOX-54450,,"2-[bis(dimethylamino)phosphoryl]-5-heptyl-1,2,4-triazol-3-amine",3060549,CCCCCCCc1nc(N)n(P(=O)(N(C)C)N(C)C)n1,XKGHDQDRCFSEIP-UHFFFAOYSA-N,9.999683946,0,<10,1,1,1,1
TOX-38707,Phenylphosphonothioic acid O-ethyl O-(2-nitrophenyl) ester,ethoxy-(2-nitrophenoxy)-phenyl-sulfanylidene-lambda5-phosphane,93830,CCOP(=S)(Oc1ccccc1[N+](=O)[O-])c1ccccc1,QFIIQNTUZPMZGP-UHFFFAOYSA-N,6.999999993,0,<10,1,1,1,1
TOX-1597,Febrifugine,3-[3-(3-hydroxypiperidin-2-yl)-2-oxopropyl]quinazolin-4-one,115723,O=C(CC1NCCCC1O)Cn1cnc2ccccc2c1=O,FWVHWDSCPKXMDB-UHFFFAOYSA-N,2.617198357,0,<10,1,1,1,1
TOX-54452,,"2-[bis(dimethylamino)phosphoryl]-5-(4-methoxyphenyl)-1,2,4-triazol-3-amine",3060551,COc1ccc(-c2nc(N)n(P(=O)(N(C)C)N(C)C)n2)cc1,XMXNIGVTNVKPKA-UHFFFAOYSA-N,9.999845828,0,<10,1,1,1,1
TOX-54453,,"2-[bis(dimethylamino)phosphoryl]-5-(2-phenylethenyl)-1,2,4-triazol-3-amine",3060552,CN(C)P(=O)(N(C)C)n1nc(C=Cc2ccccc2)nc1N,HRMZKUGPYQHXEQ-UHFFFAOYSA-N,9.999781481,0,<10,1,1,1,1
TOX-54454,,"2-[bis(dimethylamino)phosphoryl]-5-methyl-1,2,4-triazol-3-amine",3060553,Cc1nc(N)n(P(=O)(N(C)C)N(C)C)n1,HQALKEQVLVBRJT-UHFFFAOYSA-N,9.99965551,0,<10,1,1,1,1
TOX-54455,,"2-[bis(methylamino)phosphoryl]-5-phenyl-1,2,4-triazol-3-amine",3060554,CNP(=O)(NC)n1nc(-c2ccccc2)nc1N,MTIQGZGLHBNOCL-UHFFFAOYSA-N,9.999812194,0,<10,1,1,1,1
TOX-54456,,"2-[bis(dimethylamino)phosphoryl]-5-propyl-1,2,4-triazol-3-amine",3060555,CCCc1nc(N)n(P(=O)(N(C)C)N(C)C)n1,LTIVOKKFLGGJBJ-UHFFFAOYSA-N,9.999923164,0,<10,1,1,1,1
TOX-7800,trichlormethine,"2-chloro-N,N-bis(2-chloroethyl)ethanamine",5561,ClCCN(CCCl)CCCl,FDAYLTPAFBGXAB-UHFFFAOYSA-N,1.09984941,0,<10,1,1,1,1
TOX-15613,,(4-cyanophenyl) diethyl phosphate,165409,CCOP(=O)(OCC)Oc1ccc(C#N)cc1,PHEAVLINHUOYPR-UHFFFAOYSA-N,6.999999992,0,<10,1,1,1,1
TOX-73287,,1-[methyl(propan-2-yloxy)phosphoryl]oxy-4-nitrobenzene,77324,CC(C)OP(C)(=O)Oc1ccc([N+](=O)[O-])cc1,YSHVIWJFWCEDSQ-UHFFFAOYSA-N,5.000038578,0,<10,1,1,1,1
TOX-1498,aconitine,"[8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate",2012,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,XFSBVAOIAHNAPC-UHFFFAOYSA-N,1.265058874,0,<10,1,1,1,1
TOX-73682,,"3-amino-13-(hydroxymethyl)-8,10-dioxa-2,4-diazatetracyclo[7.3.1.17,11.01,6]tetradec-3-ene-9,12,13,14-tetrol",23497360,NC1=NCC2C3OC4(O)OC(C3O)C(O)C2(N1)C4(O)CO,COVOMQKTVSVWBZ-UHFFFAOYSA-N,2.699991098,0,<10,1,1,1,1
TOX-5415,Phenylthiourea,phenylthiourea,676454,NC(=S)Nc1ccccc1,FULZLIGZKMKICU-UHFFFAOYSA-N,9.999868606,0,<10,1,1,1,1
TOX-54209,,"(2-ethyl-5-methylpyrazol-3-yl) N,N-dimethylcarbamate",54031,CCn1nc(C)cc1OC(=O)N(C)C,XTNLLPAHRVTEOT-UHFFFAOYSA-N,5.999756636,0,<10,1,1,1,1
TOX-24988,Fusarenone X,"[3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethyl-4-oxospiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-11-yl] acetate",520035,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,XGCUCFKWVIWWNW-UHFFFAOYSA-N,4.500571464,0,<10,1,1,1,1
TOX-17687,Amorphigenol,"6-(1,2-dihydroxypropan-2-yl)-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",100157,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)(O)CO)O4,HCVCUIIDODCONY-UHFFFAOYSA-N,9.999136387,0,<10,1,1,1,1
TOX-54451,,"2-[bis(dimethylamino)phosphoryl]-5-propan-2-yl-1,2,4-triazol-3-amine",3060550,CC(C)c1nc(N)n(P(=O)(N(C)C)N(C)C)n1,FNYRAJPQGQVFQF-UHFFFAOYSA-N,9.999923164,0,<10,1,1,1,1
TOX-33005,,"1,2,3,7,8-pentachlorodibenzo-p-dioxin",38439,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,FSPZPQQWDODWAU-UHFFFAOYSA-N,0.337482009,0,<10,1,1,1,1
TOX-13061,,"5,7-diphenyl-1,3-diazatricyclo[3.3.1.13,7]decan-6-ol",64155,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,NFNGKXBNQGZQFD-UHFFFAOYSA-N,6.9997944,0,<10,1,1,1,1
TOX-75375,,"2,5-dihydroxy-3-(4-methylphenyl)sulfonylbenzene-1,4-disulfonic acid",3040051,Cc1ccc(S(=O)(=O)c2c(O)c(S(=O)(=O)O)cc(O)c2S(=O)(=O)O)cc1,YRUBEFHWVZXAQN-UHFFFAOYSA-N,5.999575904,0,<10,1,1,1,1
TOX-7421,,"[8,14-dihydroxy-10,13-dimethyl-17-(6-oxopyran-3-yl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,6,7,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-yl] acetate",62354,CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,LSMIOFMZNVEEBR-UHFFFAOYSA-N,0.350004511,0,<10,1,1,1,1
TOX-29959,,4-diethoxyphosphinothioyloxybenzonitrile,214704,CCOP(=S)(OCC)Oc1ccc(C#N)cc1,ZTWCAPLAWBCSOW-UHFFFAOYSA-N,9.999705098,0,<10,1,1,1,1
TOX-29972,,"2,3,7-trichlorodibenzo-p-dioxin",36614,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,ZSIZNEVHVVRPFF-UHFFFAOYSA-N,2.999697423,0,<10,1,1,1,1
TOX-39101,Pteramina,"2-[[4-[(2,4-diaminopteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",2154,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,TVZGACDUOSZQKY-UHFFFAOYSA-N,2.999863765,0,<10,1,1,1,1
TOX-4256,Famphur,"4-dimethoxyphosphinothioyloxy-N,N-dimethylbenzenesulfonamide",5859,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,JISACBWYRJHSMG-UHFFFAOYSA-N,9.498598425,0,<10,1,1,1,1
TOX-19049,Tetraformyl-digitoxin,"[3-[5-(4,5-diformyloxy-6-methyloxan-2-yl)oxy-4-formyloxy-6-methyloxan-2-yl]oxy-6-[[14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-4-yl] formate",203444,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,FWRCXZPLTUEYGS-UHFFFAOYSA-N,5.920067498,0,<10,1,1,1,1
TOX-13204,,diethoxy-(2-propylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane,199150,CCCSCCSP(=S)(OCC)OCC,YPCCYQSGPMDACI-UHFFFAOYSA-N,9.998613227,0,<10,1,1,1,1
TOX-49773,enprostil,,3231,COC(=O)CCC=C=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1,PTOJVMZPWPAXER-UHFFFAOYSA-N,1.600115862,0,<10,1,1,1,1
TOX-16820,,1-[ethyl(propan-2-yloxy)phosphoryl]oxy-4-nitrobenzene,81701,CCP(=O)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C,SKCQHKZCRLKONK-UHFFFAOYSA-N,4.999908504,0,<10,1,1,1,1
TOX-30263,,[2-(methylcarbamoyloxyiminomethyl)phenyl] N-methylcarbamate,36871,CNC(=O)ON=Cc1ccccc1OC(=O)NC,AHNIUPUJGQCNBZ-UHFFFAOYSA-N,9.999920394,0,<10,1,1,1,1
TOX-37013,,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methyl-N-morpholin-4-ylsulfanylcarbamate",41383,CN(SN1CCOCC1)C(=O)Oc1cccc2c1OC(C)(C)C2,KISOXJQGSGASFJ-UHFFFAOYSA-N,9.999143092,0,<10,1,1,1,1
TOX-13201,,diethoxy-(2-methylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane,199149,CCOP(=S)(OCC)SCCSC,ZJIYXRGCBVAJKD-UHFFFAOYSA-N,1.700091402,0,<10,1,1,1,1
TOX-37012,,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-(dimethylaminosulfanyl)-N-methylcarbamate",41382,CN(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,XUAAXZOIOGLBDP-UHFFFAOYSA-N,9.999932529,0,<10,1,1,1,1
TOX-8106,Vengicide,"4-amino-7-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrrolo[2,3-d]pyrimidine-5-carbonitrile",247955,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,XOKJUSAYZUAMGJ-UHFFFAOYSA-N,7.999807731,0,<10,1,1,1,1
TOX-12644,,"3-chloro-4-dimethoxyphosphinothioyloxy-N,N-dimethylbenzenesulfonamide",201150,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1Cl,RLJKBTZBSRAYAP-UHFFFAOYSA-N,9.600186765,0,<10,1,1,1,1
TOX-2977,,"2-[2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-N,N,1-trimethylquinolin-1-ium-6-amine",22526,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,QMHSXPLYMTVAMK-UHFFFAOYSA-N,7.899359799,0,<10,1,1,1,1
TOX-4304,parathion,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,991,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,4.99991417,0,<10,1,1,1,1
TOX-17841,,"2-[2-hydroxy-6-[[2-[5-[5-(6-hydroxy-4-methoxy-3,5,6-trimethyloxan-2-yl)oxolan-2-yl]oxolan-2-yl]-3,7-dimethoxy-2,4,6-trimethyl-1,10-dioxaspiro[4.5]decan-9-yl]methyl]-5-methoxy-4-(5-methoxy-6-methyloxan-2-yl)oxy-3,5-dimethyloxan-2-yl]propanoic acid",206186,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,RHDSQRNKIIRGBB-UHFFFAOYSA-N,8.000050785,0,<10,1,1,1,1
TOX-13947,TETRODOTOXIN,"3-amino-14-(hydroxymethyl)-8,10-dioxa-2,4-diazatetracyclo[7.3.1.17,11.01,6]tetradec-3-ene-5,9,12,13,14-pentol",4490623,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,CFMYXEVWODSLAX-UHFFFAOYSA-N,0.334,0,<10,1,1,1,1
TOX-74566,,"dimethyl (5-methyl-1,2-oxazol-3-yl) phosphate",208505,COP(=O)(OC)Oc1cc(C)on1,BZGBLJAGBTWMHB-UHFFFAOYSA-N,4.999951716,0,<10,1,1,1,1
TOX-32542,,"3-ethyl-2-[methoxy(methylsulfanyl)phosphoryl]imino-5-methyl-1,3-oxazolidin-4-one",198202,CCN1C(=O)C(C)OC1=NP(=O)(OC)SC,GHJZWZTVQIOPQE-UHFFFAOYSA-N,0.400001503,0,<10,1,1,1,1
TOX-45951,,N-[ethoxy(methylamino)phosphoryl]oxybenzenecarboximidoyl cyanide,3051334,CCOP(=O)(NC)ON=C(C#N)c1ccccc1,FYAKPNMZLATOBT-UHFFFAOYSA-N,9.999812886,0,<10,1,1,1,1
TOX-47677,,"5-hydroxy-2-[5-hydroxy-4-methoxy-2-(3-methyl-7-oxo-5,10-diazatetracyclo[7.4.0.01,12.02,6]trideca-2(6),3,8-triene-10-carbonyl)-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carbonyl]-4-methoxy-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carboxamide",73240,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,UOWVMDUEMSNCAV-UHFFFAOYSA-N,7.999863578,0,<10,1,1,1,1
TOX-16674,,"3-ethyl-2-[5-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)penta-2,4-dienylidene]-1,3-benzothiazole",10579,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,FYXWDSGGZAMYFZ-UHFFFAOYSA-N,2.55009768,0,<10,1,1,1,1
TOX-30015,,2-diethoxyphosphorylsulfanyl-N-methylacetamide,169561,CCOP(=O)(OCC)SCC(=O)NC,OJPQLLQKUGGNGM-UHFFFAOYSA-N,7.600031495,0,<10,1,1,1,1
TOX-30016,,"2-diethoxyphosphorylsulfanyl-N,N-dimethylacetamide",214732,CCOP(=O)(OCC)SCC(=O)N(C)C,AJTMDWQLMRDRHE-UHFFFAOYSA-N,4.769887887,0,<10,1,1,1,1
TOX-37108,,"(5-but-2-enylsulfanyl-1-methyl-1,2,4-triazol-3-yl) methanesulfonate",3043313,CC=CCSc1nc(OS(C)(=O)=O)nn1C,FQTFKOSAOURTGC-UHFFFAOYSA-N,4.999164586,0,<10,1,1,1,1
TOX-32554,,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",38251,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,WCYYQNSQJHPVMG-UHFFFAOYSA-N,0.825075985,0,<10,1,1,1,1
TOX-2509,,"5-[2-[1-(6-hydroxy-6-methylheptan-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",2524,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,GMRQFYUYWCNGIN-UHFFFAOYSA-N,1.349850953,0,<10,1,1,1,1
TOX-5853,endosulfan,"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",3224,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N,7.359475483,0,<10,1,1,1,1
TOX-20368,Hemicholinium,"2-[4-[4-(2-hydroxy-4,4-dimethylmorpholin-4-ium-2-yl)phenyl]phenyl]-4,4-dimethylmorpholin-4-ium-2-ol",3585,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,JIWUESGGKYLPPG-UHFFFAOYSA-N,0.079991123,0,<10,1,1,1,1
TOX-11460,Thiocarbohydrazide,"1,3-diaminothiourea",2724189,NNC(=S)NN,LJTFFORYSFGNCT-UHFFFAOYSA-N,5.999773915,0,<10,1,1,1,1
TOX-5851,DIMEFOX,N-[dimethylamino(fluoro)phosphoryl]-N-methylmethanamine,8264,CN(C)P(=O)(F)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,1.999935117,0,<10,1,1,1,1
TOX-75383,Mieshuan,pyridin-3-ylmethyl N-(4-nitrophenyl)carbamate,40068,O=C(Nc1ccc([N+](=O)[O-])cc1)OCc1cccnc1,NEJBEZATSQIMQM-UHFFFAOYSA-N,9.399724798,0,<10,1,1,1,1
TOX-18102,,"[3-[5-(4,5-diformyloxy-6-methyloxan-2-yl)oxy-6-formyloxy-4-methyloxan-2-yl]oxy-6-[[12-formyloxy-14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-4-yl] formate",78172261,CC1CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CC(OC=O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC=O)OC(OC=O)C1OC1CC(OC=O)C(OC=O)C(C)O1,XXQKBYWZPGTSQA-UHFFFAOYSA-N,9.660010494,0,<10,1,1,1,1
TOX-78477,,,56270,C=CN(C=C)S(=O)(=O)c1ccc(NC(C)=O)cc1,MVBIQOGEPGBVFH-UHFFFAOYSA-N,9.999924893,0,<10,1,1,1,1
TOX-20486,,"(3-hydroxy-2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",27975,CNC(=O)Oc1cccc2c1OC(C)(C)C2O,RHSUJRQZTQNSLL-UHFFFAOYSA-N,6.999852474,0,<10,1,1,1,1
TOX-12497,,"4-[dimethylamino(ethoxy)phosphoryl]oxy-N,N-dimethylbenzenesulfonamide",200992,CCOP(=O)(Oc1ccc(S(=O)(=O)N(C)C)cc1)N(C)C,AIDAMHABCAONPR-UHFFFAOYSA-N,10.0,0,<10,1,1,1,1
TOX-4130,,"N-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)acetamide",2833,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,5.885366373,0,<10,1,1,1,1
