SMILES,Category
NC(=O)c1ccc(C(=O)NCCN2CCN3Cc4[nH]c5ccccc5c4CC3C2)cc1,1
COc1cccc(-n2cc3ccccc3n2)c1,0
COc1ccc(CCN2CCN(c3c(C)cccc3C)CC2)cc1OC,1
O=C(/C=C/c1ccccc1)OCCF,1
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],0
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,1
CCN(CC)CCOC(=O)c1cc(C)c(N)c(C)c1,1
CCCCOC[C@@H](O)COc1ccccc1,1
O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,1
CC(=O)N1N=C(c2ccc(NC=O)cc2)c2cc3c(cc2CC1C)OCO3,1
Cc1ccc(C)c(C(=O)/C=C/Cl)c1,1
OCc1cccc2cc(Oc3ccc(Cl)c4cccnc34)c(O)cc12,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(Br)cc1,1
CN(C)CCOc1ccnc(N)n1,1
CCOc1ccc(OC[C@@H](O)CO)cc1,0
CN(C)C1(C#N)CCCCC1,1
O=C(COc1ccc(Cl)cc1)OCCN1CCOCC1,0
C=Cc1ccc(C)cc1,0
Cc1cc2c3ccccc3[n+]1CCCCCCCCCC[n+]1c(C)cc(c3ccccc31)NCCCCCCCCCCN2,1
NC(=O)NC(=O)NCCc1ccccc1,0
CCC1(CC)C(=O)NC(=O)N(C[C@@H](C)O)C1=O,0
C/C=C\c1ccc(OC)c(OC)c1,0
O=C1C(=O)N(C(=O)c2ccccc2)c2ccccc21,0
Oc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1
CC(=O)OC[C@@H](COc1ccccc1)OC(C)=O,0
NCCCC(N)=O,0
C=CCOc1ccccc1OCC(O)CNC(C)C,1
Cc1ccccc1C1CCCCC1=O,0
C[C@@H]1[C@H](c2ccccc2)OC(=O)NN1C,0
COc1c(C)cccc1CC(O)CO,0
CCCc1nnc(N2C(=O)CC(c3ccc(Cl)cc3)C2=O)s1,1
Cc1ccc2nc(C)n(-c3cc(C)no3)c(=O)c2c1,1
COc1ccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)cc1,1
Cc1nsc(Cl)c1C(=O)N1CCOCC1,1
CC(C)c1ccc([C@@]2(C)O[C@@H](CO)CS2)cc1,0
Cc1ccc(C(=O)Cn2c(N3CCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,0
CO[C@H]1C[C@@H]2C=CC[C@@H](C[C@H](OC)[C@@]3(CO3)[C@@H](OC)C[C@@H](OC)[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)C=O)OC(=O)C=CC(C)=C[C@@H]1O)O2,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(I)cc1,1
OC(CN1CCN(c2ccccc2)CC1)c1ccncc1,1
CC(C)(C)C(=O)OCC(=O)c1ccccc1,0
O=C(O)CNCP(=O)(O)O,1
Cn1c(=O)c2c(ncn2CC[S@@](=O)Cc2ccccc2)n(C)c1=O,1
CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,0
O=C(COc1ccc(Cl)cc1Cl)NCCN1CCOCC1,0
C[C@H]1SC2(CCN(C(=O)[C@H]3COc4ccccc4O3)CC2)N(c2ccccc2)C1=O,1
O=C(COc1ccccc1)NCCN1CCOCC1,1
c1ccc(N2CCN(CCc3cccnc3)CC2)cc1,1
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,0
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCCC1,0
O=C(COc1ccc([N+](=O)[O-])cc1)N1CC1,0
COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1,0
CN1CCN(c2ccccc2)CC1,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCCO)cc1,1
CCCCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
Cc1ccc(C[C@H](CO)N2CCCCC2)cc1,1
OCC[C@@H](c1ccco1)N1CCCCC1,1
Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=C(c1ccccc1)c1ccccc1,0
C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23,0
C=CCc1ccc(OC(C)(C)C(=O)NCCCN(CC)CC)c(OC)c1,1
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
COc1ccc(CCN2CCN(c3ccc(Cl)cc3)CC2)cc1OC,1
Cc1ccccc1NCc1nnc(-n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)s1,0
O=C1C=CC(=O)C(I)=C1,1
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
CNCCCC12CCC(c3ccccc31)c1ccccc12,1
CN(C)CCN,0
CC(C)(O/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0
CCc1nc2ccc(Cl)cc2c(=O)n1-c1cc(C)no1,1
Cc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(C)s3)N=C2C(=O)c2ccccc2)s1,1
CCCCCCCCCCCCS(=O)C1CS(=O)(=O)CC1O,0
Nc1c(-c2ccccc2)nc2ccccn12,0
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0
Cc1ccc(S)c(Nc2cc(=O)nc(N)[nH]2)n1,1
CCO[P@@]1(=S)OC(C)(C)C[C@]1(C)O,1
CN(C)C1=CC=c2oc(-c3ccccc3)nc2=CC1,1
CCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
N#CC1(NC2CCCCC2)CCCCC1,1
O=C(C1=NN(c2nncs2)C(C(=O)c2ccccc2)=NN1c1nncs1)c1ccccc1,1
O[C@H](CNc1ccccn1)c1ccccc1,1
CCN(CC)C(=O)c1c2c(nc3ccccc13)CCCCC2,1
CC(C)[C@@H](C)N,1
Cc1cc(N(CCN(C)C)Cc2ccc(Br)cc2)ncn1,1
CN(C)CCNc1cccccc1=O,1
O=C(OCC1CSC2(CCCCC2)O1)c1ccccc1O,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0
NCCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O,0
O=c1c2cc(-c3ccccc3)sc2nc2sc(-c3ccccc3)nn12,0
CN(C)S(=O)(=O)c1ccc(CNCCNCc2ccc(S(=O)(=O)N(C)C)cc2)cc1,0
C=CCN(CC=C)CC(=O)OCC,0
CCCCCCSC1CS(=O)(=O)CC1O,0
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,1
C=CCOC(=O)OCCOCCOC(=O)OCC=C,1
CC(C)N(C(C)C)C(C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O)N(C(C)C)C(C)C,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
CCCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
CN(CCBr)Cc1cccc2ccccc12,1
C=CCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
O=C(COc1ccccc1)N1CC1,0
COc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1
CCCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
Cc1nc2ccccc2c(=O)n1[C@H]1CCC(=O)N(c2ccc(C(=O)O)cc2)C1=O,1
O=C(OCC1COC2(CCCCC2)O1)c1ccccc1O,0
CCCC1Cc2c(n(CCc3ccc(C)nc3)c3ccccc23)CN1,1
Cc1cccc(C)c1N1C(=O)C[C@H](N2C(=O)CCC2=O)C1=O,1
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCC1,1
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0
Cc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1
CC(=O)OC[C@H](COc1ccccc1C)OC(C)=O,0
COc1cc(C=O)cc(C=O)c1O,1
Cc1ccc2c(=O)n(-c3cc(C)no3)c(-c3ccccc3)nc2c1,1
CCCCCN(CCCCC)CC(=O)OCC,1
CCN(CCI)Cc1cccc2ccccc12,1
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1
NC(=O)NC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
O=C1C[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1c1ccccc1,1
COc1cc(C(=O)Nc2cccc3c2CN(C)CC3)cc(OC)c1OC,1
COc1cc(C)nc(-n2nc(C)cc2OC)n1,0
CCCc1nnc(N2C(=O)CC(c3ccccc3)(c3ccccc3)C2=O)s1,0
CCc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
CC1CC(=O)N(C)c2ccccc2N1C,0
COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3[C@H]1C2,1
Nc1nnc(-c2ccccn2)s1,1
NCCCCSS(=O)(=O)O,1
CC(C)C(C)(COC(N)=O)COC(N)=O,0
Cc1ccc(C(=O)/C=C/Cl)c(C)c1,1
COc1ccc2c(c1)C(=O)C(=O)N2,0
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCCC1,0
O=C(/C=C/Cl)c1ccc(I)cc1,1
O=C1CS[C@H](c2ccc(O)cc2)N1n1c(-c2ccccc2)nc2ccccc2c1=O,0
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,1
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,1
CN1CSC(=S)N(C)C1,1
Cc1ccc(S)c(Nc2cc(Cl)nc(Cl)n2)n1,1
O=c1c2c3c(sc2nc2scc(-c4ccc(Br)cc4)n12)CCCC3,0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,0
C[C@@]12C=C[C@H](C1)[C@@H]1C(=O)OC(=O)[C@@H]12,1
COc1cc(COCCN2CCCCC2)cc(OC)c1OC,1
Cc1cc(C)c2c(c1)C(=O)C(=O)N2,1
C[C@H](CO)n1nc(-c2ccccc2)ccc1=O,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1
CC[C@@H](C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
Nc1ccc(O)ccc1=O,1
C[C@@]1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)C[C@](C)(O)C5)c(O)c3c2O)C1,1
N#C[C@H]1C(=O)NC(=O)[C@@H](C#N)C12CCCCC2,1
CCOc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314,1
C#CCOc1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,1
O=Cc1ccc2c(c1)OCO2,1
OCc1cccc2c(O)c(Oc3cccc4cccnc34)ccc12,1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1
COc1ccccc1OCC(COC(=O)c1cccnc1)OC(=O)c1cccnc1,0
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
NCCS(=O)(=O)N1CCCCC1,1
CC(C)NCC(O)c1ccc2ccccc2c1,1
C=CCc1ccc(OC(C)(C)C(=O)NCCN(C)C)c(OC)c1,1
CCN(CC)C(=O)CSc1ccc(Cl)nn1,0
OC[C@H]1O[C@@H](n2ccc3c(O)ncnc32)[C@H](O)[C@H]1O,1
O=C1/C(=C/c2cccc3ccccc23)NC(=S)N1c1ccccc1,0
CSc1nccc(=O)n1-c1ccccc1C(F)(F)F,1
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1
O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CNc2ccccc2)s1,0
COc1ccc(CCN2CCN(c3ccc(C)c(C)c3)CC2)cc1OC,1
CCc1nc2cc(Cl)ccc2c(=O)n1-c1cc(C)no1,1
Cn1c(N)c(N=O)c(=O)n(C)c1=O,0
CC1(C)[C@@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C[C@@]3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,1
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1
C[C@@H]1O[C@]12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,0
COc1ccc(/N=C(NO)/C(C)=N/N)cc1,1
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0
NC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
CSc1nn2c(=O)c3c(nc2s1)sc1ccccc13,0
O=c1c2cc(Cl)ccc2on1CN1CCCCC1,0
Cc1ccccc1/C=C1\NC(=S)N(c2ccc(Br)cc2)C1=O,0
CN(C)c1ccc(=O)n(-c2ccccc2)n1,1
Cc1ccnc(N(CCN(C)C)Cc2ccc(Br)cc2)n1,1
COc1ccc(CCN2CCN(c3ccccc3[N+](=O)[O-])CC2)cc1OC,1
CCC[Hg]S[Hg]CCC,1
CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc12,1
CN(C)[C@H]1C(O)=C(C(=O)NCN2CCC[C@H]2C(=O)O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12,1
C[C@@]1(c2ccc(Cl)cc2)O[C@@H](COC(N)=O)CS1,0
COC(=O)Nc1nc2ccccc2[nH]1,0
CC(=O)c1ccc(C)s1,1
NC(=O)c1cccs1,1
S=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,1
N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0
COC(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,0
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,1
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,0
O=C(O)c1ccccc1O,1
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
CCCCCCCCCCCCS(=O)(=O)C1CS(=O)(=O)CC1O,0
CCC1(C[C@H](O)c2ccccc2)C(=O)NC(=O)NC1=O,0
OC(CN1CCN(c2ccc(Cl)cc2)CC1)c1cccnc1,1
CCN(CC)[C@H](C)COC(=O)COc1ccc(Cl)cc1,1
O=C1CC(c2ccc(OCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0
OCC(O)COC1CCCCC1,0
CN1CCCCN(C)C1=S,1
Cc1[nH]c2ccccc2c1CCN1CCN(c2ccccc2)CC1,1
COc1ccc(O)c(C=O)c1,1
CCOc1c(N2CCOCC2)cnn(C)c1=O,0
CCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
Cc1ccc2c(n1)Nc1ncnc(N)c1S2,1
Cc1nnc(N2C(=O)C(C)C(c3ccccc3)C2=O)s1,0
O=c1ccc(N2CCOCC2)nn1-c1ccccc1,0
COc1ccc2ccc(=O)oc2c1CC=C(C)C,1
O=C(O)CCC(=O)c1ccc(-n2cc3ccccc3n2)cc1,0
COc1ccc(CCN2CCN(c3ccccc3OC)CC2)cc1OC,1
CC(=O)n1c(=O)oc2ccccc21,0
COc1cc(COCCN2CCCC2)cc(OC)c1OC,1
FC(F)OC(F)(F)C(F)Cl,0
FC(F)(F)c1cc(-c2ccccc2)c2nncn2n1,1
CCCCOc1ccccc1OC[C@@H](O)CO,0
CCCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,1
Cc1ccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)NC2=S)cc1,0
NCCCCCNCCSP(=O)(O)O,0
CC(=N\N)/C(=N/O)Nc1cccc(Cl)c1,1
Cc1ccc(/C(Cl)=C/C=O)cc1,1
Nc1c(F)c(F)c(F)c(F)c1F,1
CC[C@]1(c2ccccc2)CCOC1=O,0
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O,1
Clc1ccc(N2N=NC[C@H]2c2ccncc2)cc1,0
CC1(C)SC[C@@H](COC(N)=O)S1,0
CCN(CC)CCN(Cc1ccc(Br)cc1)c1nccc(C)n1,1
CC(=N\N)/C(=N/c1cccc(C)c1)NO,1
O=C(CCl)NCCCNC(=O)CCl,1
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1
c1ccc2c(c1)OC[C@H](CN1CCCC1)O2,1
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,0
CC(C)NNC(=O)CCCO,0
C#C[C@@](C)(O)CCC=C(C)C,1
O=C(OCCF)C(c1ccccc1)c1ccccc1,1
Nc1c2c(nc3ccccc13)CCCCC2,1
NS(=O)(=O)c1csc(S(N)(=O)=O)c1,0
CC1(C)O[C@@H]2C(=O)[C@]34C[C@@H](CC[C@H]3[C@@](C)(O)[C@H]3[C@H]5O[C@@H]5C(C)(C)[C@@]23O1)[C@](C)(O)C4,1
Cc1ccc(C(=O)CCN2CCN(c3ccccc3)CC2)cc1,0
C[C@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,1
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN(C)C,1
CN1CCC[C@@H]1CC(=O)c1ccccc1,1
C=C(CO)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)C/C=C\C4OC3CC2O1,1
CNC(=O)CSP(=S)(OC)OC,1
COC1=CC(=O)O[C@H](CCc2ccccc2)C1,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2Cc2ccccc2)cc1.O,0
O=C(O)CCCN(CN(CCCO)C1=NCCN1)C(=O)c1ccccc1,1
c1ccc(-n2cc3c(c2)CCCC3)cc1,0
CCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
CCN(CC)CCN(Cc1ccc(Br)cc1)c1cc(C)ncn1,1
Cc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,1
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)NC(=S)N1c1ccccc1,0
CCOC(=O)CN1C(=O)C(=O)c2ccccc21,0
Nc1ccc(Cl)c(Cl)c1,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@H]2C1,1
CC(C)c1ccc([C@@]2(C)OC[C@H](CO)O2)cc1,0
NS(=O)(=O)c1ccc(C(=O)c2ccc(S(N)(=O)=O)s2)s1,0
OC(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1
CCCC(=O)/C=C/Cl,1
OC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccccc1,1
Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1,0
c1ccc(N2CCN(CCc3ccccn3)CC2)cc1,1
CC(C)CCN(CCC(C)C)CC(=O)NN,1
Cc1cc(-n2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)on1,1
C[C@@H]1N2CCc3c(n(C)c4ccccc34)[C@@H]2[C@H]2CCCCN12,1
COCCOc1ccc(NC(C)=O)cc1C(C)=O,0
O=c1oc2ccc(Cl)cc2n1CN1CCOCC1,0
CC(=O)Nc1ccc(CC(=O)O)cc1,0
O=C(/C=N/N1CCNC1=O)c1ccc([N+](=O)[O-])o1,1
CN1CCC[C@@H]1CC(=O)c1cccs1,1
CC(C(N)=O)c1ccc(-n2cc3ccccc3n2)cc1,0
CN(C)CCc1ccccc1Br,1
C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1.O,1
CC(O)CCC(=O)c1ccoc1,1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
CCN(CC)CCOC(=O)c1c(C)nsc1Cl,0
Cc1ccccc1SC[C@@H](O)CO,0
C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,1
COc1ccc(/C(Cl)=C/C=O)cc1,1
O=C1O[IH2](O)c2ccccc21,1
CC(C=O)Cc1ccc(C(C)(C)C)cc1,0
Cc1nc(N)nc(Nc2ccccc2)n1,1
O=C1C=CC(=O)C=C1,1
C[Hg]S[Hg]C,1
O=C(/C=N/N1CCCNC1=O)c1ccc([N+](=O)[O-])o1,0
CCN(C)[C@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
CO[C@](F)(Br)C(Br)(C(F)(F)F)C(F)(F)F,1
CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,0
C=CCOc1ccccc1OC[C@@H](O)CO,0
CC(C)NC[C@@H](O)COc1cccc2cc([C@@H](C)O)oc12,1
Cc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0
CC1(C)Oc2cc(O)cc(O)c2C2=C1CCCC2,1
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,0
N#Cc1cccc(C(N)=O)c1,0
COc1ccc(N2CCN(CC(O)c3cccnc3)CC2)cc1,1
CCOC(=O)c1ccc(NCP(=O)(OCC)OCC)cc1,1
c1ccc2c(c1)OC[C@H](CN1CCCCCCC1)O2,1
CCNC1(C#N)CCCCC1,1
CCCCC1(C)[C@@H](C#N)C(=O)NC(=O)[C@H]1C#N,1
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,1
OCc1cc(Br)cc2cc(Oc3cccc4cccnc34)c(O)c(Br)c12,1
COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@H]12,1
CCOC(=O)CI,1
NC1(CO)CCCC1,1
CCCCC1(CCCC)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1
O=C/C=C(\Cl)c1ccc(Br)cc1,1
CC(C)CN(CC(=O)NN)CC(C)C,1
Cn1c(=O)c2c(ncn2CC(O)CN2CCCCC2)n(C)c1=O,0
O=C1CN2CCO[Si](c3cccc(F)c3)(OCC2)O1,0
CCOC(=O)n1oc2ccccc2c1=O,0
Fc1ccc(-c2cc(C(F)(F)C(F)(F)F)nn3cnnc23)cc1,0
c1ccc(-c2nnc(-c3ccccc3)[nH]2)cc1,1
CC[C@@H](O)CN(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0
O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,1
CC(C)(C)OC(=O)N1C(C(N)=O)CSC1c1ccccc1,0
CC(C)c1ccc([C@@]2(C)SC[C@@H](COC(N)=O)S2)cc1,0
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,1
CCOc1ccc(-n2c(-c3ccc(OC)cc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)cc1,0
COc1ccc2nc3c(c(N4CCN(c5ccccc5C)CC4)c2c1)CCC3,1
O=C1/C(=C/c2ccc(Cl)cc2)NC(=S)N1c1ccc(Br)cc1,0
O=[N+]([O-])c1cncn1CCN1CCOCC1,0
OCCOCCOCCO,0
CC(C)(C)CCOC(N)=O,1
NS(=O)(=O)c1cc(Cl)sc1Cl,1
O=C(OCC1(COC(=O)N2CCCCC2)CCO1)N1CCCCC1,0
CCN(CC)CCOC(=O)COc1ccc(Cl)cc1,0
Clc1ccccc1CN1CCc2sccc2C1,0
COc1ccc(CCN2CCN(c3cc(Cl)ccc3Cl)CC2)cc1OC,1
C=CCC1(C[C@@H](C)Br)C(=O)NC(=O)NC1=O,0
CN1CCCCN(C)C1=O,0
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1
CCN(CCCl)Cc1cccc2ccccc12,1
CC(=O)C1=C(O)[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@@H]3C(C)(C)N2C1=O,1
COc1ccc2c(c1CN1CCOCC1)C(=O)c1ccccc1C2=O,1
O=C1c2ccccc2C(=O)N1CCCn1c(=O)oc2cc(Br)c(Cl)cc21,0
CN1C(c2ccccc2O)=NCC1c1ccccc1,1
CCN1CCC(=O)Nc2ccccc21,1
CCCC1(CCC)CC(=O)NC(=O)C1,0
CC(C(=O)NO)c1ccc(-n2cc3ccccc3n2)cc1,0
CC(=O)O[C@@H]1C(=O)[C@@]23C[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@H](Cl)[C@H](O)C(C)(C)[C@]12O)[C@](C)(O)C3,1
CC(=O)OC[C@H](O)COc1ccccc1,0
Cc1ccc(N2C(=O)/C(=C/c3cccc([N+](=O)[O-])c3)NC2=S)cc1,0
CSC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1CN1CCOCC1,0
OC[C@@H](O)CSc1ccccc1,0
CC(C)[C@H]1C[C@@H](C)OC1=O,0
CC[C@H]1CN(C)[C@@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@@H]1[C@@H]2C(=O)OC,1
O=C(CI)OCCOC(=O)CI,1
Cc1ccc(N2CCN(c3c4c(nc5ccc(C)cc35)CCC4)CC2)cc1,1
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1,1
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,1
CCN(CC)CCN(Cc1ccc(Br)cc1)c1ncnc2ccccc12,1
COc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1
Cc1ccc(OCC(=O)N2CC2)cc1,0
COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1OC,0
CCC1(CC)C(=O)CC(=O)N(C2CCCCC2)C1=O,1
COc1cc2c(cc1O)[C@H]1Cc3ccc(O)c(OC)c3CN1CC2,1
CS(=O)(=O)c1ccc(-c2cn3[nH]cnc3n2)cc1,0
CCOC(=O)c1sc2nc3sc4ccccc4c3c(=O)n2c1C,0
CCOC(=O)CS(=O)(=O)c1nnc(-c2ccccc2)s1,1
Cc1cc(O)c(C(C)C)cc1SC#N,1
C=CCN,1
O=C1CC(O)CC2C3CCCN4CCCC(CN12)C34,0
CCN(C)c1ccc(=O)n(-c2ccccc2)n1,1
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,0
