,TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory
127,TOX-9779,DICHLOFLUANID,N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)aniline,14145,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,WURGXGVFSMYFCG-UHFFFAOYSA-N,4999.444836,4,>2000
128,TOX-9924,MOPS,3-morpholin-4-ylpropane-1-sulfonic acid,70807,O=S(=O)(O)CCCN1CCOCC1,DVLFYONBTKHTER-UHFFFAOYSA-N,316.00453,2,50-500
129,TOX-9931,CAPS,3-(cyclohexylamino)propane-1-sulfonic acid,70815,O=S(=O)(O)CCCNC1CCCCC1,PJWWRFATQTVXHA-UHFFFAOYSA-N,315.9971448,2,50-500
130,TOX-10069,Guanazole,"1H-1,2,4-triazole-3,5-diamine",15078,Nc1nnc(N)[nH]1,PKWIYNIDEDLDCJ-UHFFFAOYSA-N,316.009566,2,50-500
131,TOX-10225,carbofuran,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",2566,CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,3.159914308,0,<10
132,TOX-10417,,1-(4-aminophenyl)butan-1-one,15527,CCCC(=O)c1ccc(N)cc1,CYCSOZSEBPZGPC-UHFFFAOYSA-N,178.0000001,2,50-500
133,TOX-10583,,3-methylsulfanylaniline,15693,CSc1cccc(N)c1,KCHLDNLIJVSRPK-UHFFFAOYSA-N,749.9838395,3,500-2000
134,TOX-10696,benfluralin,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",2319,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],SMDHCQAYESWHAE-UHFFFAOYSA-N,1999.988069,3,500-2000
135,TOX-10822,TRIETAZINE,"6-chloro-2-N,2-N,4-N-triethyl-1,3,5-triazine-2,4-diamine",15951,CCNc1nc(Cl)nc(N(CC)CC)n1,HFBWPRKWDIRYNX-UHFFFAOYSA-N,799.9825868,3,500-2000
136,TOX-10839,propachlor,2-chloro-N-phenyl-N-propan-2-ylacetamide,4931,CC(C)N(C(=O)CCl)c1ccccc1,MFOUDYKPLGXPGO-UHFFFAOYSA-N,90.9991402,2,50-500
137,TOX-10841,,"2,4,6-triphenoxy-1,3,5-triazine",15973,c1ccc(Oc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,IYDYVVVAQKFGBS-UHFFFAOYSA-N,316.0274116,2,50-500
138,TOX-11082,METHIOCARB,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",16248,CNC(=O)Oc1cc(C)c(SC)c(C)c1,YFBPRJGDJKVWAH-UHFFFAOYSA-N,8.8398823,0,<10
139,TOX-11124,,"4-morpholin-4-yl-1,3,5-triazin-2-amine",97267,Nc1ncnc(N2CCOCC2)n1,QEJUSHCHCOTTPE-UHFFFAOYSA-N,316.0017439,2,50-500
140,TOX-11234,,ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-lambda5-phosphane,16421,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,AIGRXSNSLVJMEA-UHFFFAOYSA-N,5.000000003,0,<10
141,TOX-11450,Dienochlor,"1,2,3,4,5-pentachloro-5-(1,2,3,4,5-pentachlorocyclopenta-2,4-dien-1-yl)cyclopenta-1,3-diene",16686,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,LWLJUMBEZJHXHV-UHFFFAOYSA-N,704.9405871,3,500-2000
142,TOX-11468,,[bis(phosphonomethyl)amino]methylphosphonic acid,16698,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,YDONNITUKPKTIG-UHFFFAOYSA-N,2510.008393,4,>2000
143,TOX-11470,,3-aminobenzonitrile,16702,N#Cc1cccc(N)c1,NJXPYZHXZZCTNI-UHFFFAOYSA-N,562.0047569,3,500-2000
144,TOX-11536,Dimethylvinphos,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] dimethyl phosphate",16769,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,QSGNQELHULIMSJ-UHFFFAOYSA-N,163.9906007,2,50-500
145,TOX-11537,,"[2-chloro-1-(2,5-dichlorophenyl)ethenyl] dimethyl phosphate",134504,COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,XOFARZFCSCWOPZ-UHFFFAOYSA-N,1480.915122,3,500-2000
146,TOX-11545,,N-[bis(aziridin-1-yl)phosphoryl]methanamine,145657,CNP(=O)(N1CC1)N1CC1,DTGBDCRQUVLGJV-UHFFFAOYSA-N,236.9926463,2,50-500
147,TOX-11828,PROMECARB,(3-methyl-5-propan-2-ylphenyl) N-methylcarbamate,17516,CNC(=O)Oc1cc(C)cc(C(C)C)c1,DTAPQAJKAFRNJB-UHFFFAOYSA-N,77.99887098,2,50-500
148,TOX-11896,CHLORONEB,"1,4-dichloro-2,5-dimethoxybenzene",17581,COc1cc(Cl)c(OC)cc1Cl,PFIADAMVCJPXSF-UHFFFAOYSA-N,4999.855106,4,>2000
149,TOX-11906,,"(3,4,5-trimethylphenyl) N-methylcarbamate",17592,CNC(=O)Oc1cc(C)c(C)c(C)c1,AUQAUAIUNJIIEP-UHFFFAOYSA-N,70.99779547,2,50-500
150,TOX-12102,,5-amino-2-methylphenol,17818,Cc1ccc(N)cc1O,DBFYESDCPWWCHN-UHFFFAOYSA-N,749.9695509,3,500-2000
151,TOX-12260,chlorpyrifos,"diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane",2730,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,13.30034143,1,10-50
152,TOX-12359,,"[2-chloro-1-(2,4-dibromophenyl)ethenyl] dimethyl phosphate",134524,COP(=O)(OC)OC(=CCl)c1ccc(Br)cc1Br,DLXQLRVYDCPGJX-UHFFFAOYSA-N,827.9980307,3,500-2000
153,TOX-12469,Hexafosfamid,N-[bis(aziridin-1-yl)phosphinothioyl]cyclohexanamine,96272,S=P(NC1CCCCC1)(N1CC1)N1CC1,RDAHFZJUOCJYHC-UHFFFAOYSA-N,315.9974237,2,50-500
154,TOX-12512,,"N'-[2-[2-(dimethylamino)ethyl-methylamino]ethyl]-N,N,N'-trimethylethane-1,2-diamine",76509,CN(C)CCN(C)CCN(C)CCN(C)C,DWFKOMDBEKIATP-UHFFFAOYSA-N,315.9862848,2,50-500
155,TOX-12626,ASULAM,methyl N-(4-aminophenyl)sulfonylcarbamate,18752,COC(=O)NS(=O)(=O)c1ccc(N)cc1,VGPYEHKOIGNJKV-UHFFFAOYSA-N,1999.956569,3,500-2000
156,TOX-12641,,"5,10-dioxo-2,3-dihydrobenzo[g][1,4]benzodithiine-2,3-dicarbonitrile",11628669,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,CEPFNUJADGSEQU-UHFFFAOYSA-N,279.9549516,2,50-500
157,TOX-12699,temephos,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,5392,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,WWJZWCUNLNYYAU-UHFFFAOYSA-N,75.00337636,2,50-500
158,TOX-12921,Chlorquinox,"5,6,7,8-tetrachloroquinoxaline",19014,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,NHTGQOXRZFUGJX-UHFFFAOYSA-N,399.955212,2,50-500
159,TOX-13030,,2-chloroethyl methanesulfonate,19128,CS(=O)(=O)OCCCl,FMMYTRQXHORTCU-UHFFFAOYSA-N,207.9921312,2,50-500
160,TOX-13152,Fenclorim,"4,6-dichloro-2-phenylpyrimidine",77338,Clc1cc(Cl)nc(-c2ccccc2)n1,NRFQZTCQAYEXEE-UHFFFAOYSA-N,499.9822285,2,50-500
161,TOX-13169,,N-[bis(aziridin-1-yl)phosphinothioyl]-N-methylmethanamine,134568,CN(C)P(=S)(N1CC1)N1CC1,IXOXBOSWSMBIRQ-UHFFFAOYSA-N,74.99999994,2,50-500
162,TOX-13193,Fenobucarb,(2-butan-2-ylphenyl) N-methylcarbamate,19588,CCC(C)c1ccccc1OC(=O)NC,DIRFUJHNVNOBMY-UHFFFAOYSA-N,140.9979591,2,50-500
163,TOX-13248,,"[2-(9-fluoro-11,16,17-trihydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] propanoate",78299199,CCC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,UKUCKBKKOVCOJJ-UHFFFAOYSA-N,315.9867321,2,50-500
164,TOX-13271,,1-hydroxypyridin-1-ium-2-thiol,506601,O[n+]1ccccc1S,YBBJKCMMCRQZMA-UHFFFAOYSA-O,177.9916677,2,50-500
165,TOX-13274,BENAZOLIN,"2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetic acid",19662,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,HYJSGOXICXYZGS-UHFFFAOYSA-N,5398.368718,4,>2000
166,TOX-13646,Ethyl carbazate,ethyl N-aminocarbamate,20064,CCOC(=O)NN,VYSYZMNJHYOXGN-UHFFFAOYSA-N,100.0009605,2,50-500
167,TOX-13693,Sulfluramid,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",77797,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCEKAJIANROZEO-UHFFFAOYSA-N,473.0035885,2,50-500
168,TOX-14046,,2-morpholin-4-ylethanesulfonic acid,78165,O=S(=O)(O)CCN1CCOCC1,SXGZJKUKBWWHRA-UHFFFAOYSA-N,316.0000003,2,50-500
169,TOX-14184,BROMOPHOS-ETHYL,"(4-bromo-2,5-dichlorophenoxy)-diethoxy-sulfanylidene-lambda5-phosphane",20965,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,KWGUFOITWDSNQY-UHFFFAOYSA-N,199.9725924,2,50-500
170,TOX-15379,,"7-(2-chloroethyl)-1,3-dimethylpurine-2,6-dione",1882,Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O,QCIARNIKNKKHFH-UHFFFAOYSA-N,99.99752758,2,50-500
171,TOX-15462,,"1,3-bis(dimethylamino)propan-2-ol",22263,CN(C)CC(O)CN(C)C,JGVZJRHAZOBPMW-UHFFFAOYSA-N,315.9913563,2,50-500
172,TOX-16158,,N-[4-(aziridine-1-carbonylamino)butyl]aziridine-1-carboxamide,23100,O=C(NCCCCNC(=O)N1CC1)N1CC1,MOURVDBXDGXQCF-UHFFFAOYSA-N,133.0,2,50-500
173,TOX-16303,,1-[amino(aziridin-1-yl)phosphoryl]aziridine,96668,NP(=O)(N1CC1)N1CC1,CVMSHWOFQGQNOU-UHFFFAOYSA-N,100.0013595,2,50-500
174,TOX-16304,Phenidet,N-[bis(aziridin-1-yl)phosphoryl]aniline,101414,O=P(Nc1ccccc1)(N1CC1)N1CC1,GLASKHQEXPYJPF-UHFFFAOYSA-N,236.9936297,2,50-500
175,TOX-16314,Bipiperidyl mustard,1-(2-chloroethyl)-4-[1-(2-chloroethyl)piperidin-4-yl]piperidine,23243,ClCCN1CCC(C2CCN(CCCl)CC2)CC1,JQIFJRXHLHKEAJ-UHFFFAOYSA-N,75.00460305,2,50-500
176,TOX-16424,,dimethyl [4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,23353,CNC(=O)C=C(C)OP(=O)(OC)OC,KRTSDMXIXPKRQR-UHFFFAOYSA-N,3.999910379,0,<10
177,TOX-16931,HEPES,2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonic acid,23831,O=S(=O)(O)CCN1CCN(CCO)CC1,JKMHFZQWWAIEOD-UHFFFAOYSA-N,316.0013258,2,50-500
178,TOX-17141,cis-Mevinphos,methyl 3-dimethoxyphosphoryloxybut-2-enoate,9560,COC(=O)C=C(C)OP(=O)(OC)OC,GEPDYQSQVLXLEU-UHFFFAOYSA-N,23.70010572,1,10-50
179,TOX-17365,,2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid,73243,O=S(=O)(O)CCN(CCO)CCO,AJTVSSFTXWNIRG-UHFFFAOYSA-N,315.9925909,2,50-500
180,TOX-17426,methamidophos,[amino(methylsulfanyl)phosphoryl]oxymethane,4096,COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,57.4991852,2,50-500
181,TOX-17859,,1-butyl-2-nitro-1-nitrosoguanidine,25592,CCCCN(N=O)C(N)=N[N+](=O)[O-],FJNCPBNCTRDXFB-UHFFFAOYSA-N,599.984142,3,500-2000
182,TOX-17940,TERBUFOS,tert-butylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane,25670,CCOP(=S)(OCC)SCSC(C)(C)C,XLNZEKHULJKQBA-UHFFFAOYSA-N,14.99791984,1,10-50
183,TOX-17941,,1-adamantylurea,64166,NC(=O)NC12CC3CC(CC(C3)C1)C2,QYYHPAUOLCHORH-UHFFFAOYSA-N,315.986988,2,50-500
184,TOX-17960,,N-phenylthiatriazol-5-amine,83115,c1ccc(Nc2nnns2)cc1,WBIAWXNTQCZGMO-UHFFFAOYSA-N,315.9999998,2,50-500
185,TOX-18051,,[3-chloro-4-(diethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate,25750,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,RGCLLPNLLBQHPF-UHFFFAOYSA-N,7.499974983,0,<10
186,TOX-18067,Ethoprophos,1-[ethoxy(propylsulfanyl)phosphoryl]sulfanylpropane,3289,CCCSP(=O)(OCC)SCCC,VJYFKVYYMZPMAB-UHFFFAOYSA-N,7.498576408,0,<10
187,TOX-18205,FENBUTATIN OXIDE,tris(2-methyl-2-phenylpropyl)-tris(2-methyl-2-phenylpropyl)stannyloxystannane,16683004,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,HOXINJBQVZWYGZ-UHFFFAOYSA-N,0.006999967,0,<10
188,TOX-18325,PYRAZOPHOS,"ethyl 2-diethoxyphosphinothioyloxy-5-methylpyrazolo[1,5-a]pyrimidine-6-carboxylate",26033,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,JOOMJVFZQRQWKR-UHFFFAOYSA-N,117.9996839,2,50-500
189,TOX-18388,,"2-(dimethylamino)-N,N-dimethylacetamide",83590,CN(C)CC(=O)N(C)C,DWGMAIPVJRBOIB-UHFFFAOYSA-N,315.997573,2,50-500
190,TOX-18467,DESMEDIPHAM,[3-(ethoxycarbonylamino)phenyl] N-phenylcarbamate,24743,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,WZJZMXBKUWKXTQ-UHFFFAOYSA-N,2479.966966,4,>2000
191,TOX-18695,Dimethylaminoethanethiol S-sulfate,1-(dimethylamino)-2-sulfosulfanylethane,97248,CN(C)CCSS(=O)(=O)O,RRJZGRCYRQRMEO-UHFFFAOYSA-N,316.0511685,2,50-500
192,TOX-19063,Dimatif,1-[amino(aziridin-1-yl)phosphinothioyl]aziridine,107980,NP(=S)(N1CC1)N1CC1,RXZRAOONKFIKQQ-UHFFFAOYSA-N,99.99632325,2,50-500
193,TOX-19334,PHOXIM,N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide,26927,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,ATROHALUCMTWTB-UHFFFAOYSA-N,23.6996822,1,10-50
194,TOX-19616,,"2,5-dipyridin-4-yl-1,3,4-thiadiazole",84870,c1cc(-c2nnc(-c3ccncc3)s2)ccn1,UQDBUNOBHAOPPJ-UHFFFAOYSA-N,315.9986851,2,50-500
195,TOX-19862,ryanodine,"(2,6,9,11,13,14-hexahydroxy-3,7,10-trimethyl-11-propan-2-yl-15-oxapentacyclo[7.5.1.01,6.07,13.010,14]pentadecan-12-yl) 1H-pyrrole-2-carboxylate",5114,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,JJSYXNQGLHBRRK-UHFFFAOYSA-N,13.29857179,1,10-50
196,TOX-19932,Glucochloralose,"1-[6-hydroxy-2-(trichloromethyl)-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol",85991,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N,31.59703937,1,10-50
197,TOX-20082,Hepps,3-[4-(2-hydroxyethyl)piperazin-1-yl]propane-1-sulfonic acid,85255,O=S(=O)(O)CCCN1CCN(CCO)CC1,OWXMKDGYPWMGEB-UHFFFAOYSA-N,315.992486,2,50-500
198,TOX-20511,ETHEPHON,2-chloroethylphosphonic acid,27982,O=P(O)(O)CCCl,UDPGUMQDCGORJQ-UHFFFAOYSA-N,1071.970325,3,500-2000
199,TOX-20516,,"5-amino-1,2-dihydro-1,2,4-triazole-3-thione",2723869,Nc1n[nH]c(=S)[nH]1,WZUUZPAYWFIBDF-UHFFFAOYSA-N,316.0027209,2,50-500
200,TOX-21093,,"3-phenyl-1,2,4-thiadiazol-5-amine",28561,Nc1nc(-c2ccccc2)ns1,OYAHSBDYBOBAAQ-UHFFFAOYSA-N,74.99915365,2,50-500
201,TOX-21170,,"5,6-dimethyl-1,2,4-triazin-3-amine",87163,Cc1nnc(N)nc1C,UIKGLXJNZXSPGV-UHFFFAOYSA-N,315.9821822,2,50-500
202,TOX-21196,Bensultap,"1,3-bis(benzenesulfonylsulfanyl)-N,N-dimethylpropan-2-amine",87176,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,YFXPPSKYMBTNAV-UHFFFAOYSA-N,59.99638578,2,50-500
203,TOX-21580,Bromopropylate,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",28936,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,FOANIXZHAMJWOI-UHFFFAOYSA-N,1999.906569,3,500-2000
204,TOX-22273,KASUAGAMYCIN,"2-amino-2-[5-amino-2-methyl-6-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]iminoacetic acid",265071,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,PVTHJAPFENJVNC-UHFFFAOYSA-N,3999.936737,4,>2000
205,TOX-22411,OXADIAZON,"5-tert-butyl-3-(2,4-dichloro-5-propan-2-yloxyphenyl)-1,3,4-oxadiazol-2-one",29732,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N,5999.548121,4,>2000
206,TOX-22880,,1-(aziridin-1-yl)-2-methylpropan-1-one,88464,CC(C)C(=O)N1CC1,ZCYVBYQBOWLNBU-UHFFFAOYSA-N,600.0000006,3,500-2000
207,TOX-22957,,"2,3,4,6-tetrahydroxy-5-sulfanylhexanal",1841,O=CC(O)C(O)C(O)C(S)CO,IJJLRUSZMLMXCN-UHFFFAOYSA-N,599.9877692,3,500-2000
208,TOX-24091,CYANAZINE,"2-[[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitrile",30773,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N,399.9867056,2,50-500
209,TOX-24204,CHLORTHIOPHOS,"(2,5-dichloro-4-methylsulfanylphenoxy)-diethoxy-sulfanylidene-lambda5-phosphane",30859,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,JAZJVWLGNLCNDD-UHFFFAOYSA-N,44.99352257,1,10-50
210,TOX-24294,,[bis[2-[bis(phosphonomethyl)amino]ethyl]amino]methylphosphonic acid,85128,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,DUYCTCQXNHFCSJ-UHFFFAOYSA-N,2510.004376,4,>2000
211,TOX-24414,FENAMIPHOS,N-[ethoxy-(3-methyl-4-methylsulfanylphenoxy)phosphoryl]propan-2-amine,31070,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,ZCJPOPBZHLUFHF-UHFFFAOYSA-N,0.999986815,0,<10
212,TOX-24678,bendiocarb,"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",2314,CNC(=O)Oc1cccc2c1OC(C)(C)O2,XEGGRYVFLWGFHI-UHFFFAOYSA-N,20.99924738,1,10-50
213,TOX-24880,PIRIMICARB,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",31645,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,YFGYUFNIOHWBOB-UHFFFAOYSA-N,53.99977338,2,50-500
214,TOX-24909,OXAMYL,methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,31657,CNC(=O)ON=C(SC)C(=O)N(C)C,KZAUOCCYDRDERY-UHFFFAOYSA-N,4.17988562,0,<10
215,TOX-25071,,aziridin-1-yl(naphthalen-1-yl)methanone,134836,O=C(c1cccc2ccccc12)N1CC1,SYFSWMASMCCCQV-UHFFFAOYSA-N,599.9787056,3,500-2000
216,TOX-25090,FORMETANATE,[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate,31099,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,RMFNNCGOSPBBAD-UHFFFAOYSA-N,41.99999997,1,10-50
217,TOX-25169,Pirimiphos-ethyl,"4-diethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",31957,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TZBPRYIIJAJUOY-UHFFFAOYSA-N,5.999928017,0,<10
218,TOX-25223,HEPTENOPHOS,"(7-chloro-6-bicyclo[3.2.0]hepta-2,6-dienyl) dimethyl phosphate",62773,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,GBAWQJNHVWMTLU-UHFFFAOYSA-N,16.99945736,1,10-50
219,TOX-25494,Triazophos,"diethoxy-[(1-phenyl-1,2,4-triazol-3-yl)oxy]-sulfanylidene-lambda5-phosphane",32184,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,AMFGTOFWMRQMEM-UHFFFAOYSA-N,4.19987936,0,<10
220,TOX-26078,CHLORMEPHOS,chloromethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane,32739,CCOP(=S)(OCC)SCCl,QGTYWWGEWOBMAK-UHFFFAOYSA-N,259.9889228,2,50-500
221,TOX-26118,,aziridin-1-yl-[4-(aziridin-1-yl)anilino]-sulfanylidenephosphanium,135738685,S=[PH](Nc1ccc(N2CC2)cc1)N1CC1,BQCANIXRXKEXHZ-UHFFFAOYSA-N,314.6609053,2,50-500
222,TOX-26122,Bentazone,"2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2328,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,719.9880135,3,500-2000
223,TOX-26123,Benazolin-ethyl,"ethyl 2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetate",3034351,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,WQRCEBAZAUAUQC-UHFFFAOYSA-N,5999.889595,4,>2000
224,TOX-26212,Methoxymethyl methanesulfonate,methoxymethyl methanesulfonate,98665,COCOS(C)(=O)=O,PBBMSAIQHFNRCR-UHFFFAOYSA-N,750.0000007,3,500-2000
225,TOX-26223,MCPA-thioethyl,S-ethyl 2-(4-chloro-2-methylphenoxy)ethanethioate,32876,CCSC(=O)COc1ccc(Cl)cc1C,AZFKQCNGMSSWDS-UHFFFAOYSA-N,999.9877427,3,500-2000
226,TOX-26531,TRIFORINE,"N-[2,2,2-trichloro-1-[4-(2,2,2-trichloro-1-formamidoethyl)piperazin-1-yl]ethyl]formamide",33565,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,RROQIUMZODEXOR-UHFFFAOYSA-N,5000.39084,4,>2000
227,TOX-27171,,1-(2-chloro-4-methylphenyl)-4-[6-[4-(2-methylbutan-2-yl)phenoxy]hexyl]piperazine,214140,CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)cc3Cl)CC2)cc1,HQENYNYDKVBTFV-UHFFFAOYSA-N,1799.992126,3,500-2000
228,TOX-27376,ferrozine free acid,"4-[3-pyridin-2-yl-6-(4-sulfophenyl)-1,2,4-triazin-5-yl]benzenesulfonic acid",34128,O=S(=O)(O)c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)O)cc2)cc1,JFVUMQYWYNDZDK-UHFFFAOYSA-N,316.00806,2,50-500
229,TOX-27480,THIOBENCARB,"S-[(4-chlorophenyl)methyl] N,N-diethylcarbamothioate",34192,CCN(CC)C(=O)SCc1ccc(Cl)cc1,QHTQREMOGMZHJV-UHFFFAOYSA-N,7799.818455,4,>2000
230,TOX-27536,ALLETHRIN,"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",11442,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,2029.906021,4,>2000
231,TOX-27699,Bromadiolone,3-[3-[4-(4-bromophenyl)phenyl]-3-hydroxy-1-phenylpropyl]-4-hydroxychromen-2-one,54680085,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,OWNRRUFOJXFKCU-UHFFFAOYSA-N,1599.957529,3,500-2000
232,TOX-27934,DINITRAMINE,"3-N,3-N-diethyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine",34468,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],OFDYMSKSGFSLLM-UHFFFAOYSA-N,1199.988828,3,500-2000
233,TOX-28023,Pirimiphos-methyl,"4-dimethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",34526,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,QHOQHJPRIBSPCY-UHFFFAOYSA-N,139.9999999,2,50-500
234,TOX-28303,Ethiofencarb,[2-(ethylsulfanylmethyl)phenyl] N-methylcarbamate,34766,CCSCc1ccccc1OC(=O)NC,HEZNVIYQEUHLNI-UHFFFAOYSA-N,154.9979362,2,50-500
235,TOX-28318,Ethidimuron,"1-(5-ethylsulfonyl-1,3,4-thiadiazol-2-yl)-1,3-dimethylurea",91596,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,KCOCSOWTADCKOL-UHFFFAOYSA-N,299.9636822,2,50-500
236,TOX-29552,AMITRAZ,"N'-(2,4-dimethylphenyl)-N-[(2,4-dimethylphenyl)iminomethyl]-N-methylmethanimidamide",36324,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,QXAITBQSYVNQDR-UHFFFAOYSA-N,787.9624004,3,500-2000
